image_id,filename,image_sha256,source_image_id,source_filename,transform,transform_family,label_quartile,baseline_outcome,attractiveness_mean,identity_group,width,height,timestamp,outcome,refusal,cause,pose_warning,sil_retry,routing,attempted_route,final_route,model_scheduled,skin_frac,framing,person_frac,override,crop_side_px,crop_padding_fraction,crop_outside,gate_band,gate_tilt,gate_yaw,skel_symmetry,model_raw,geom_bp_m,geom_cv_m,geom_bp_f,geom_cv_f,geom_cues,public_score,bp,bp_continuous,bp_band,cv,cv_continuous,cv_band,sex,sex_conf,sex_source,reliability,tier0_ffmi,tier0_bf,crosscheck,storage_invariant
H230__perspective_mild,H230__perspective_mild.jpg,6986e0ee0f5aef7e43219144857baed1695bf75488e090e4f344e72703923190,H230,H230.jpg,perspective_mild,rotation_camera_like,1,scored,1.48,H230,961,1783,,scored,,waist-occluded,,0,clothed→model,model,model,true,0%,full,0.955,,1957.5432,0.55285123,true,pass,0.0468,21.0,0.0438,37.513,84.71,79.14,84.71,79.14,legTorso+symmetry,7.00,7.00,7.11,6.51–8.54,7.00,7.11,6.51–8.54,unknown,71%,unconfirmed,"an arm covered part of your waist or hips, so that cue was skipped — arms a few inches out reads the full frame",,,,true
H230__gaussian_blur_1_5,H230__gaussian_blur_1_5.jpg,851fbfca4a823cc30d5f610b102849def96e716afde6dc984496f408d4639ee5,H230,H230.jpg,gaussian_blur_1_5,rotation_camera_like,1,scored,1.48,H230,961,1783,,scored,,waist-occluded,,0,clothed→model,model,model,true,0%,full,0.883,,1810.8260,0.48535467,true,pass,0.0260,22.9,0.0645,38.771,36.97,49.31,37.68,49.77,shoulderHip+legTorso+symmetry,7.00,7.00,7.24,6.60–10.00,7.00,7.24,6.60–10.00,m,83%,model,"an arm covered part of your waist or hips, so that cue was skipped — arms a few inches out reads the full frame",,,,true
T220__original,T220__original.jpg,12773b08a8ce4eee41434cc6ef1500291695b9647bf071683404d04db47862fe,T220,T220.jpg,original,control,2,scored,2.50,T220,961,1783,,scored,,,,0,clothed→model,model,model,true,8%,full,0.940,,1927.3539,0.53873365,true,pass,0.0276,10.8,0.0337,42.480,50.55,63.11,80.98,79.13,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.70,6.85–10.00,7.50,7.70,6.85–10.00,f,,guess,,,,,true
T220__mirror,T220__mirror.jpg,7390b184afbb8cef0e5c88c4c822681623eb6e5300aeccf48713780d15806ebb,T220,T220.jpg,mirror,mirror,2,scored,2.50,T220,961,1783,,scored,,,,0,clothed→model,model,model,true,9%,full,0.949,,1946.0161,0.54753826,true,pass,0.0135,1.5,0.0187,41.618,51.63,64.32,81.42,79.19,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.53,6.76–10.00,7.50,7.53,6.76–10.00,unknown,67%,unconfirmed,,,,,true
T220__crop_center_10,T220__crop_center_10.jpg,846e057a10556e4e1147e32548346c1d18c6d49d489892e4cab9a09c35b5842c,T220,T220.jpg,crop_center_10,crop,2,scored,2.50,T220,769,1427,,refused,"No body found — use a clear, full-body, front-facing photo.",no-body,,0,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true
T220__crop_legs_20,T220__crop_legs_20.jpg,08233d77dacb7fd5a830b3e3b0d072137997fb78d6a308583a604ec7b0039f49,T220,T220.jpg,crop_legs_20,crop,2,scored,2.50,T220,961,1426,,scored,,,,0,clothed→geometry,geometry,geometry,false,8%,torso,1.000,framing,1639.9000,0.49042492,true,degraded,0.0341,18.7,,,42.59,57.73,81.01,80.54,whr+vTaper+shoulderHip,7.50,7.50,7.72,5.65–10.00,7.50,7.72,5.65–10.00,f,,guess,non-standard framing: the photo is cropped above the feet — the score scale was calibrated on full-body shots — scored anyway at reduced accuracy,,,,true
T220__pad_wide_black,T220__pad_wide_black.jpg,6e1c62bba040e093926633b35728f6c906727a589caa54dc6223611401756a8d,T220,T220.jpg,pad_wide_black,padding_aspect,2,scored,2.50,T220,1345,1783,,scored,,,,0,clothed→model,model,model,true,8%,full,0.942,,1930.6707,0.35663529,true,pass,0.0249,9.4,0.0302,40.399,45.81,60.65,37.04,35.53,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.43,6.71–10.00,7.50,7.43,6.71–10.00,f,,guess,,,,,true
T220__pad_tall_black,T220__pad_tall_black.jpg,dfca99bc1489b7ac9327ed1bb28e2a7e61bd86aaf2b2bdcae651c8e2b0325a0a,T220,T220.jpg,pad_tall_black,padding_aspect,2,scored,2.50,T220,961,2318,,scored,,,,0,clothed→model,model,model,true,7%,full,0.760,,2025.7536,0.52560865,true,pass,0.0283,1.2,0.0232,41.983,50.17,62.77,80.50,78.22,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.58,6.79–10.00,7.50,7.58,6.79–10.00,f,,guess,,,,,true
T220__canvas_light_gray,T220__canvas_light_gray.jpg,b0718789d88c1d1392bb5a0553c608ad7779ef322b3406ce4ae1983a1bbd238d,T220,T220.jpg,canvas_light_gray,background_canvas,2,scored,2.50,T220,1201,2229,,scored,,,,0,clothed→model,model,model,true,5%,full,0.782,,2004.7895,0.40093462,true,pass,0.0204,2.0,0.0198,43.514,46.94,58.90,77.71,76.68,whr+vTaper+shoulderHip+legTorso+symmetry,8.00,8.00,7.85,6.91–10.00,8.00,7.85,6.91–10.00,f,85%,model,,,,,true
T220__aspect_squeeze_80,T220__aspect_squeeze_80.jpg,ad5d4e3e88e7c83513b3bca332ea28429324bac45ffee3be6616b5ad43aa8ecd,T220,T220.jpg,aspect_squeeze_80,padding_aspect,2,scored,2.50,T220,769,1783,,scored,,,,0,clothed→model,model,model,true,9%,full,0.882,,1807.5230,0.59373282,true,pass,0.0383,3.3,0.0479,50.232,52.78,64.91,80.82,78.67,whr+vTaper+shoulderHip+legTorso+symmetry,9.00,9.00,8.87,7.16–10.00,9.00,8.87,7.16–10.00,unknown,54%,unconfirmed,,,,,true
T220__resolution_256,T220__resolution_256.jpg,cc14e2d2bcdb733ae47700525fd81a9a6134cb1a7eb947dd7c7a102f9fcab85c,T220,T220.jpg,resolution_256,resolution,2,scored,2.50,T220,138,256,,scored,,,,0,clothed→model,model,model,true,7%,full,0.955,,281.1899,0.55319330,true,pass,0.0224,1.5,0.0242,44.752,52.03,64.32,80.57,78.40,whr+vTaper+shoulderHip+legTorso+symmetry,8.00,8.00,8.00,6.97–10.00,8.00,8.00,6.97–10.00,f,,guess,,,,,true
T220__brightness_70,T220__brightness_70.jpg,f276df0dd6ecb4cacfab4114595a42c93977a7072e21e72bced51d3ba0def7a7,T220,T220.jpg,brightness_70,lighting,2,scored,2.50,T220,961,1783,,scored,,,,0,clothed→model,model,model,true,9%,full,0.940,,1928.0212,0.53905289,true,pass,0.0276,12.9,0.0186,40.959,51.77,64.34,81.19,78.98,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.46,6.73–10.00,7.50,7.46,6.73–10.00,f,,guess,,,,,true
T220__brightness_130,T220__brightness_130.jpg,f22207b74719b3dba6ff1e9c29f508068e3eb75109ace3052f9ba54433c304e2,T220,T220.jpg,brightness_130,lighting,2,scored,2.50,T220,961,1783,,scored,,,,0,clothed→model,model,model,true,9%,full,0.923,,1892.6197,0.52535309,true,pass,0.0238,5.2,0.0158,42.829,51.81,64.50,81.65,79.91,whr+vTaper+shoulderHip+legTorso+symmetry,8.00,8.00,7.77,6.88–10.00,8.00,7.77,6.88–10.00,f,,guess,,,,,true
T220__contrast_70,T220__contrast_70.jpg,903bfc6519ec3edda5c8d597f19ae37e42251238e4c2968f7cdf7f97de3cacaf,T220,T220.jpg,contrast_70,lighting,2,scored,2.50,T220,961,1783,,scored,,,,0,clothed→model,model,model,true,6%,full,0.949,,1946.0328,0.54754599,true,pass,0.0281,10.3,0.0183,38.924,49.96,62.70,80.56,78.32,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.27,6.61–10.00,7.50,7.27,6.61–10.00,f,,guess,,,,,true
T220__contrast_130,T220__contrast_130.jpg,c43c0024f5e046699d3516ea2ef65cf50851b663cb5ad5306f72bfbe7b86700f,T220,T220.jpg,contrast_130,lighting,2,scored,2.50,T220,961,1783,,scored,,,,0,clothed→model,model,model,true,9%,full,0.921,,1887.8165,0.52414543,true,pass,0.0211,8.5,0.0143,43.779,50.94,63.63,81.41,80.16,whr+vTaper+shoulderHip+legTorso+symmetry,8.00,8.00,7.88,6.93–10.00,8.00,7.88,6.93–10.00,m,79%,model,,,,,true
T220__side_lighting,T220__side_lighting.jpg,7dde56065302e6e3e2cf7092dc20d241f5fb8d8e29db761d4ac7c22500bf0e0e,T220,T220.jpg,side_lighting,lighting,2,scored,2.50,T220,961,1783,,scored,,,,0,clothed→model,model,model,true,7%,full,0.935,,1916.2244,0.53335998,true,pass,0.0127,9.3,0.0193,38.001,50.70,63.37,80.81,78.44,whr+vTaper+shoulderHip+legTorso+symmetry,7.00,7.00,7.13,6.53–8.66,7.00,7.13,6.53–8.66,f,,guess,,,,,true
T220__jpeg_q35,T220__jpeg_q35.jpg,d57f225605109a16df2d0d643a256a476ba91fe4018139cc4b25bba4c0072b3a,T220,T220.jpg,jpeg_q35,jpeg,2,scored,2.50,T220,961,1783,,scored,,,,0,clothed→model,model,model,true,7%,full,0.936,,1919.4725,0.53493789,true,pass,0.0329,4.2,0.0346,42.417,50.57,63.08,81.04,79.61,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.69,6.84–10.00,7.50,7.69,6.84–10.00,f,,guess,,,,,true
T220__rotate_3,T220__rotate_3.jpg,a8ed9173b19642c4fb4aca364b41b784d4b2ee9a06b8a96aa90399a3108aee80,T220,T220.jpg,rotate_3,rotation_camera_like,2,scored,2.50,T220,961,1783,,scored,,,,0,clothed→model,model,model,true,8%,full,0.933,,1912.9907,0.53178103,true,pass,0.0281,1.1,0.0324,40.731,50.99,63.64,81.68,80.53,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.45,6.72–10.00,7.50,7.45,6.72–10.00,unknown,53%,unconfirmed,,,,,true
T220__perspective_mild,T220__perspective_mild.jpg,c1860dad6af8b2e1123077358cb7d59a12afd00cf2f831ae6adc1a9fcd011980,T220,T220.jpg,perspective_mild,rotation_camera_like,2,scored,2.50,T220,961,1783,,scored,,,,0,clothed→model,model,model,true,8%,full,0.957,,1962.9294,0.55530180,true,pass,0.0120,3.9,0.0207,44.467,51.23,63.89,81.12,78.75,whr+vTaper+shoulderHip+legTorso+symmetry,8.00,8.00,7.96,6.96–10.00,8.00,7.96,6.96–10.00,unknown,61%,unconfirmed,,,,,true
T220__gaussian_blur_1_5,T220__gaussian_blur_1_5.jpg,9a06402740e55177f444b56f911755c1f31d94841a51fd517fc39826b7b6e48c,T220,T220.jpg,gaussian_blur_1_5,rotation_camera_like,2,scored,2.50,T220,961,1783,,scored,,,,0,clothed→model,model,model,true,9%,full,0.944,,1936.4251,0.54304511,true,pass,0.0238,10.0,0.0318,39.332,50.73,63.33,81.16,79.35,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.38,6.68–10.00,7.50,7.38,6.68–10.00,unknown,71%,unconfirmed,,,,,true
H200__original,H200__original.jpg,7cd201d597a1a76d185d9848ceff4d2e41019066558601170786e06244b19fca,H200,H200.jpg,original,control,2,refused,1.80,H200,961,1783,,refused,This body is too side-on for frontal width ratios. Use a front-facing photo.,pose-quality:profile,This body is too side-on for frontal width ratios. Use a front-facing photo.,0,,,,false,,,,,,,,profile,,,,,,,,,,,,,,,,,,,,,,,,true
H200__mirror,H200__mirror.jpg,f58c19a74acf58cb870a17024036df23eb7c47f70ee6f879f5dcdc338997c1bf,H200,H200.jpg,mirror,mirror,2,refused,1.80,H200,961,1783,,scored,,waist-occluded,,0,clothed→model,model,model,true,0%,full,0.962,,1971.9887,0.55937829,true,pass,0.0378,13.3,0.0539,39.098,84.59,78.85,84.59,78.85,legTorso+symmetry,7.50,7.50,7.30,6.63–10.00,7.50,7.30,6.63–10.00,f,85%,model,"an arm covered part of your waist or hips, so that cue was skipped — arms a few inches out reads the full frame",,,,true
H200__crop_center_10,H200__crop_center_10.jpg,edd19ac8ce568641a434757f97d8d151e62e7e2dc4c00471df364edd347b365d,H200,H200.jpg,crop_center_10,crop,2,refused,1.80,H200,769,1427,,refused,"No body found — use a clear, full-body, front-facing photo.",no-body,,0,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true
H200__crop_legs_20,H200__crop_legs_20.jpg,054d181585c6b370592e7cc5919e4da576268ecfec084d4b0c003e0a484e5d1e,H200,H200.jpg,crop_legs_20,crop,2,refused,1.80,H200,961,1426,,scored,,waist-occluded,,0,clothed→geometry,geometry,geometry,false,0%,torso,0.994,framing+outline,1629.3986,0.48383538,true,degraded,0.0692,22.0,,,2.11,2.11,5.26,5.26,shoulderHip,3.00,3.00,2.94,1.00–5.27,3.00,2.94,1.00–5.27,f,,guess,"non-standard framing: the photo is cropped above the feet — the score scale was calibrated on full-body shots — scored anyway at reduced accuracy · an arm covered part of your waist or hips, so that cue was skipped — arms a few inches out reads the full frame",,,,true
H200__pad_wide_black,H200__pad_wide_black.jpg,c18d5c89db62b0d67f84bd2f0fdb9ad4ec1d5f4836e3dd0d0387bee215d1657a,H200,H200.jpg,pad_wide_black,padding_aspect,2,refused,1.80,H200,1345,1783,,scored,,,,0,clothed→model,model,model,true,0%,full,0.982,,2013.4675,0.40845962,true,pass,0.0288,3.9,0.0406,40.681,24.89,35.14,26.37,36.12,vTaper+legTorso+symmetry,7.50,7.50,7.45,6.72–10.00,7.50,7.45,6.72–10.00,f,,guess,"an arm covered part of your waist or hips, so that cue was skipped — arms a few inches out reads the full frame",,,,true
H200__pad_tall_black,H200__pad_tall_black.jpg,6f6c241a176ae0d6c827b099479e6339ae6cc97ff74cfd48b499043e97e44f79,H200,H200.jpg,pad_tall_black,padding_aspect,2,refused,1.80,H200,961,2318,,refused,This body is too side-on for frontal width ratios. Use a front-facing photo.,pose-quality:profile,This body is too side-on for frontal width ratios. Use a front-facing photo.,0,,,,false,,,,,,,,profile,,,,,,,,,,,,,,,,,,,,,,,,true
H200__canvas_light_gray,H200__canvas_light_gray.jpg,54ba27b1ada4ec6c214d1086a502f77443f3473a01124a52730cfab345611947,H200,H200.jpg,canvas_light_gray,background_canvas,2,refused,1.80,H200,1201,2229,,scored,,waist-occluded,,0,clothed→model,model,model,true,0%,full,0.719,,1842.0693,0.34801585,true,pass,0.0471,18.9,0.0764,38.776,20.24,28.85,21.95,29.96,shoulderHip+legTorso+symmetry,7.00,7.00,7.24,6.60–10.00,7.00,7.24,6.60–10.00,unknown,67%,unconfirmed,"an arm covered part of your waist or hips, so that cue was skipped — arms a few inches out reads the full frame",,,,true
H200__aspect_squeeze_80,H200__aspect_squeeze_80.jpg,4391f31f3af1411c99f54c6fc003cf06b2abf113d9110e3827b359acca4eb4e5,H200,H200.jpg,aspect_squeeze_80,padding_aspect,2,refused,1.80,H200,769,1783,,scored,,,,0,clothed→model,model,model,true,0%,full,0.965,,1978.7519,0.64981705,true,pass,0.0140,20.1,0.0086,39.726,26.97,37.65,21.84,26.99,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.40,6.69–10.00,7.50,7.40,6.69–10.00,f,,guess,,,,,true
H200__resolution_256,H200__resolution_256.jpg,341c35ee1ec2c6e542929ab674d0f49b389366156a06a55daaa97294a84bbb12,H200,H200.jpg,resolution_256,resolution,2,refused,1.80,H200,138,256,,refused,This body is too side-on for frontal width ratios. Use a front-facing photo.,pose-quality:profile,This body is too side-on for frontal width ratios. Use a front-facing photo.,0,,,,false,,,,,,,,profile,,,,,,,,,,,,,,,,,,,,,,,,true
H200__brightness_70,H200__brightness_70.jpg,7aa9a1d5935052550f0016de6d11fb8a4d8307c937047bfff7d2f8ddd82718ab,H200,H200.jpg,brightness_70,lighting,2,refused,1.80,H200,961,1783,,scored,,waist-occluded,,0,clothed→model,model,model,true,0%,full,0.952,,1951.5506,0.55010092,true,pass,0.0196,3.5,0.0250,40.087,36.81,49.54,38.11,50.39,shoulderHip+legTorso+symmetry,7.50,7.50,7.42,6.70–10.00,7.50,7.42,6.70–10.00,f,,guess,"an arm covered part of your waist or hips, so that cue was skipped — arms a few inches out reads the full frame",,,,true
H200__brightness_130,H200__brightness_130.jpg,09b8d99dc116c6160b214e4ced35f8949aaaad19011f749f475f22f4c3744f5c,H200,H200.jpg,brightness_130,lighting,2,refused,1.80,H200,961,1783,,scored,,waist-occluded,,0,clothed→model,model,model,true,0%,full,0.964,,1975.8693,0.56110736,true,pass,0.0168,23.4,0.0274,39.121,77.31,73.28,77.31,73.28,legTorso+symmetry,7.50,7.50,7.31,6.64–10.00,7.50,7.31,6.64–10.00,unknown,56%,unconfirmed,"an arm covered part of your waist or hips, so that cue was skipped — arms a few inches out reads the full frame",,,,true
H200__contrast_70,H200__contrast_70.jpg,7ab704762bb3edd51ed64a887a57f22355a7ad83ac74846e0e6f3f7c3e264df6,H200,H200.jpg,contrast_70,lighting,2,refused,1.80,H200,961,1783,,scored,,waist-occluded,,0,clothed→model,model,model,true,0%,full,0.927,,1901.1100,0.52591061,true,pass,0.0131,19.8,0.0702,41.671,32.67,43.99,34.09,44.91,shoulderHip+legTorso+symmetry,7.50,7.50,7.53,6.76–10.00,7.50,7.53,6.76–10.00,f,87%,model,"an arm covered part of your waist or hips, so that cue was skipped — arms a few inches out reads the full frame",,,,true
H200__contrast_130,H200__contrast_130.jpg,a8f679d4d2dd4cc5c2c2c9fc36ee289ac6d66e76f8572f10f80c12b058e5c02b,H200,H200.jpg,contrast_130,lighting,2,refused,1.80,H200,961,1783,,scored,,waist-occluded,,0,clothed→model,model,model,true,0%,full,0.952,,1952.1851,0.55039334,true,pass,0.0958,15.3,0.0685,39.920,84.54,78.53,84.54,78.53,legTorso+symmetry,7.50,7.50,7.41,6.70–10.00,7.50,7.41,6.70–10.00,unknown,,unknown,"an arm covered part of your waist or hips, so that cue was skipped — arms a few inches out reads the full frame",,,,true
H200__side_lighting,H200__side_lighting.jpg,ac73199a72ea284d884fce58c52a81fdd0b5e222ee6e30a0df172707eb1a5e54,H200,H200.jpg,side_lighting,lighting,2,refused,1.80,H200,961,1783,,scored,,,,0,clothed→model,model,model,true,0%,full,0.964,,1976.9482,0.56158628,true,pass,0.0401,9.1,0.0639,40.705,28.46,39.34,29.93,40.32,vTaper+legTorso+symmetry,7.50,7.50,7.45,6.72–10.00,7.50,7.45,6.72–10.00,f,,guess,"an arm covered part of your waist or hips, so that cue was skipped — arms a few inches out reads the full frame",,,,true
H200__jpeg_q35,H200__jpeg_q35.jpg,66c8d57c8c945e2b40b5643825d9104d29480d29e3c039bc68fa32f2788eb346,H200,H200.jpg,jpeg_q35,jpeg,2,refused,1.80,H200,961,1783,,scored,,waist-occluded,,0,clothed→model,model,model,true,0%,full,0.972,,1993.4438,0.56881192,true,pass,0.0684,23.8,0.0508,39.098,84.49,78.82,84.49,78.82,legTorso+symmetry,7.50,7.50,7.30,6.63–10.00,7.50,7.30,6.63–10.00,unknown,,unknown,"an arm covered part of your waist or hips, so that cue was skipped — arms a few inches out reads the full frame",,,,true
H200__rotate_3,H200__rotate_3.jpg,a4fe6f71924ab3d809089bc977298f915455f50488977d88874fc7867a329839,H200,H200.jpg,rotate_3,rotation_camera_like,2,refused,1.80,H200,961,1783,,scored,,waist-occluded,,0,clothed→model,model,model,true,0%,full,0.967,,1982.5712,0.56406960,true,pass,0.0242,21.6,0.0535,38.569,84.33,78.64,84.33,78.64,legTorso+symmetry,7.00,7.00,7.20,6.57–9.56,7.00,7.20,6.57–9.56,unknown,,unknown,"an arm covered part of your waist or hips, so that cue was skipped — arms a few inches out reads the full frame",,,,true
H200__perspective_mild,H200__perspective_mild.jpg,efba4652543d012170847a8a19d2608a655ba114f45b7878f7832bd55cf74744,H200,H200.jpg,perspective_mild,rotation_camera_like,2,refused,1.80,H200,961,1783,,refused,"The geometry route produced no scored body cue. Retake with your full outline visible, arms a few inches out, and stronger contrast from the background.",geometry-no-cues,,0,clothed→geometry,geometry,refused,false,0%,torso,1.000,,2050.4500,0.59245425,true,degraded,0.0542,19.6,,,,,,,,,,,,,,,,,,,,,,true
H200__gaussian_blur_1_5,H200__gaussian_blur_1_5.jpg,b9a3d3cb835224eb24d1b9d1c576267aca5b9eb4264c0b12729030ce99b85f2f,H200,H200.jpg,gaussian_blur_1_5,rotation_camera_like,2,refused,1.80,H200,961,1783,,scored,,waist-occluded,,0,clothed→model,model,model,true,0%,full,0.936,,1918.5257,0.53447878,true,pass,0.0524,24.4,0.0533,39.208,73.34,69.48,73.34,69.48,legTorso+symmetry,7.50,7.50,7.35,6.66–10.00,7.50,7.35,6.66–10.00,unknown,70%,unconfirmed,"an arm covered part of your waist or hips, so that cue was skipped — arms a few inches out reads the full frame",,,,true
T230__original,T230__original.jpg,b388352d3075f837db6bc60c6bf7a931d6fc67a69dbb2db2fbd3f120b311885d,T230,T230.jpg,original,control,2,scored,2.33,T230,961,1783,,scored,,,,0,clothed→model,model,model,true,8%,full,0.939,,1925.3831,0.53778884,true,pass,0.0282,1.9,0.0354,42.496,49.88,62.59,80.48,77.98,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.71,6.85–10.00,7.50,7.71,6.85–10.00,unknown,55%,unconfirmed,,,,,true
T230__mirror,T230__mirror.jpg,48c197a3b79e04bc20ecf8606aed75fac3bcf6c9aa7d9451bcf33aac4ee08ae7,T230,T230.jpg,mirror,mirror,2,scored,2.33,T230,961,1783,,scored,,,,0,clothed→model,model,model,true,9%,full,0.943,,1932.7239,0.54129328,true,pass,0.0163,10.7,0.0216,41.909,50.95,63.93,81.55,79.32,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.56,6.78–10.00,7.50,7.56,6.78–10.00,unknown,53%,unconfirmed,,,,,true
T230__crop_center_10,T230__crop_center_10.jpg,47699e45afd4f6f4a8f2e8ab7cfd4952c17d6dfcc6c034b94fa2a75a55f34494,T230,T230.jpg,crop_center_10,crop,2,scored,2.33,T230,769,1427,,refused,"No body found — use a clear, full-body, front-facing photo.",no-body,,0,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true
T230__crop_legs_20,T230__crop_legs_20.jpg,ef404b3fb563d74aceedbd83adc089519e967bc1fffc991ded4be8b97efd1696,T230,T230.jpg,crop_legs_20,crop,2,scored,2.33,T230,961,1426,,scored,,,,0,clothed→geometry,geometry,geometry,false,9%,torso,1.000,framing,1639.9000,0.49042492,true,degraded,0.0409,19.8,,,42.71,57.88,80.77,79.36,whr+vTaper+shoulderHip,7.50,7.50,7.64,5.63–10.00,7.50,7.64,5.63–10.00,f,,guess,non-standard framing: the photo is cropped above the feet — the score scale was calibrated on full-body shots — scored anyway at reduced accuracy,,,,true
T230__pad_wide_black,T230__pad_wide_black.jpg,02c9b8f4e405e0690b9e31e0e7c0a2780c70a1bf7df57d5e79a11e7447cb7419,T230,T230.jpg,pad_wide_black,padding_aspect,2,scored,2.33,T230,1345,1783,,scored,,,,0,clothed→model,model,model,true,8%,full,0.943,,1932.5971,0.35791731,true,pass,0.0292,12.1,0.0380,39.383,44.73,59.71,35.81,34.57,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.38,6.68–10.00,7.50,7.38,6.68–10.00,unknown,71%,unconfirmed,,,,,true
T230__pad_tall_black,T230__pad_tall_black.jpg,c78c2c5ba4bd3a95b4c265648afde6aab0cc70263e5edb3ee39100d68fdf3bbb,T230,T230.jpg,pad_tall_black,padding_aspect,2,scored,2.33,T230,961,2318,,scored,,,,0,clothed→model,model,model,true,9%,full,0.755,,2013.9179,0.52282066,true,pass,0.0104,10.0,0.0122,43.153,50.89,63.62,81.00,78.70,whr+vTaper+shoulderHip+legTorso+symmetry,8.00,8.00,7.82,6.90–10.00,8.00,7.82,6.90–10.00,f,,guess,,,,,true
T230__canvas_light_gray,T230__canvas_light_gray.jpg,3ec007d499274a46b1c4d5a668c87f1d95b1ad5a41b3e945aee3c2bb9c206df3,T230,T230.jpg,canvas_light_gray,background_canvas,2,scored,2.33,T230,1201,2229,,scored,,,,0,clothed→model,model,model,true,5%,full,0.780,,1999.4931,0.39934775,true,pass,0.0201,4.8,0.0267,43.137,47.09,59.56,78.82,77.13,whr+vTaper+shoulderHip+legTorso+symmetry,8.00,8.00,7.81,6.90–10.00,8.00,7.81,6.90–10.00,f,92%,model,,,,,true
T230__aspect_squeeze_80,T230__aspect_squeeze_80.jpg,69e42e3620c345c5851a36697c609fc6f3d58bff1c045f96df7dd2313d79c14a,T230,T230.jpg,aspect_squeeze_80,padding_aspect,2,scored,2.33,T230,769,1783,,scored,,,,0,clothed→model,model,model,true,9%,full,0.874,,1793.1044,0.59052101,true,pass,0.0299,12.6,0.0189,51.800,54.87,66.71,79.50,77.29,whr+vTaper+shoulderHip+legTorso+symmetry,9.00,9.00,9.01,7.17–10.00,9.00,9.01,7.17–10.00,m,87%,model,,,,,true
T230__resolution_256,T230__resolution_256.jpg,b8ed919559848ae2735f143d1c4b41fa2b96608bca8015f3188f8eb280f467a2,T230,T230.jpg,resolution_256,resolution,2,scored,2.33,T230,138,256,,scored,,,,0,clothed→model,model,model,true,9%,full,0.952,,280.1234,0.54978464,true,pass,0.0200,0.1,0.0243,43.279,52.07,64.58,80.32,76.13,whr+vTaper+shoulderHip+legTorso+symmetry,8.00,8.00,7.83,6.90–10.00,8.00,7.83,6.90–10.00,f,,guess,,,,,true
T230__brightness_70,T230__brightness_70.jpg,ec963ad48ae43dba9fbd1d8ab74ccae1e49897e55e9c541ec8c8bd5b6b1afff2,T230,T230.jpg,brightness_70,lighting,2,scored,2.33,T230,961,1783,,scored,,,,0,clothed→model,model,model,true,7%,full,0.935,,1917.6182,0.53403805,true,pass,0.0363,16.4,0.0316,43.877,50.27,62.32,78.68,74.77,whr+vTaper+shoulderHip+legTorso+symmetry,8.00,8.00,7.89,6.93–10.00,8.00,7.89,6.93–10.00,f,,guess,,,,,true
T230__brightness_130,T230__brightness_130.jpg,c070695de896e23181e4279080d1bddb6d1ba4e94a29b9566fd9d3a90492e43e,T230,T230.jpg,brightness_130,lighting,2,scored,2.33,T230,961,1783,,scored,,,,0,clothed→model,model,model,true,8%,full,0.921,,1888.0228,0.52419743,true,pass,0.0335,13.0,0.0444,43.461,50.68,63.61,80.92,78.01,whr+vTaper+shoulderHip+legTorso+symmetry,8.00,8.00,7.85,6.91–10.00,8.00,7.85,6.91–10.00,f,,guess,,,,,true
T230__contrast_70,T230__contrast_70.jpg,bb0e60c1732af077db5f3158e8780d17aa8618d4d23b5867e0bd3e583e4a080e,T230,T230.jpg,contrast_70,lighting,2,scored,2.33,T230,961,1783,,scored,,,,0,clothed→model,model,model,true,8%,full,0.951,,1950.0624,0.54941396,true,pass,0.0156,0.9,0.0293,44.718,49.87,62.76,80.65,78.26,whr+vTaper+shoulderHip+legTorso+symmetry,8.00,8.00,8.00,6.97–10.00,8.00,8.00,6.97–10.00,unknown,52%,unconfirmed,,,,,true
T230__contrast_130,T230__contrast_130.jpg,840f2abc8764b29fa50538d38591aedcf88c30ae07304191b022af5d4b10d314,T230,T230.jpg,contrast_130,lighting,2,scored,2.33,T230,961,1783,,scored,,,,0,clothed→model,model,model,true,9%,full,0.931,,1909.1840,0.52991203,true,pass,0.0146,5.6,0.0100,41.267,50.81,63.93,81.84,80.09,whr+vTaper+shoulderHip+legTorso+symmetry,7.50,7.50,7.49,6.74–10.00,7.50,7.49,6.74–10.00,f,,guess,,,,,true
