image_id,filename,image_sha256,source_image_id,source_filename,transform,transform_family,label_quartile,baseline_outcome,attractiveness_mean,identity_group,width,height
T170__pad_wide_black,T170__pad_wide_black.jpg,96e2a56402dfecf7df2cb2bb2cba5095f2066b53ddc6074bb04874f05563f281,T170,T170.jpg,pad_wide_black,padding_aspect,3,scored,4.62,T170,1345,1783
T170__pad_tall_black,T170__pad_tall_black.jpg,c6d02bab7676e4f0a7b61a372fb6e7860c086a95221a0e25a50ef3d58f412c64,T170,T170.jpg,pad_tall_black,padding_aspect,3,scored,4.62,T170,961,2318
T170__canvas_light_gray,T170__canvas_light_gray.jpg,2c04f780344d8a4e892a326f4ff5d67fa1498da170ab7b9f2e17684ecb8d8c2f,T170,T170.jpg,canvas_light_gray,background_canvas,3,scored,4.62,T170,1201,2229
T170__aspect_squeeze_80,T170__aspect_squeeze_80.jpg,d5fa00e353ac13155cc7396e5a890502e85c54de13624217ddff23e971cc9fdb,T170,T170.jpg,aspect_squeeze_80,padding_aspect,3,scored,4.62,T170,769,1783
T170__resolution_256,T170__resolution_256.jpg,1473c6ee8fbb1050790270655439d9d262a68d4110187f61f4dbb4a1e1879160,T170,T170.jpg,resolution_256,resolution,3,scored,4.62,T170,138,256
T170__brightness_70,T170__brightness_70.jpg,47b99208e7cd243287189cb1016dc9c7f328f9a4a8f68c5cf49bc015a595686a,T170,T170.jpg,brightness_70,lighting,3,scored,4.62,T170,961,1783
T170__brightness_130,T170__brightness_130.jpg,d4928b40752421ac470844bbba5d1bbe9aa73c6b91af3dc5b5a8757c86032291,T170,T170.jpg,brightness_130,lighting,3,scored,4.62,T170,961,1783
T170__contrast_70,T170__contrast_70.jpg,7676cc165b426e649545b3650db07961a4b908cb05e2d36b46d8a8260d843e9d,T170,T170.jpg,contrast_70,lighting,3,scored,4.62,T170,961,1783
T170__contrast_130,T170__contrast_130.jpg,68e5ee1eff58e833bd6a95cedcf5494167671fbc03f8e19ee381112dc757341b,T170,T170.jpg,contrast_130,lighting,3,scored,4.62,T170,961,1783
T170__side_lighting,T170__side_lighting.jpg,95572b2544b06c4df9e85e9ecdb2b8eb9e9633238e5e9392b5b2e547ff5cb3b9,T170,T170.jpg,side_lighting,lighting,3,scored,4.62,T170,961,1783
T170__jpeg_q35,T170__jpeg_q35.jpg,5c2e91714ef68ca1394b9f777dd25fca84f8473f7089ade67a4d3f7e65273065,T170,T170.jpg,jpeg_q35,jpeg,3,scored,4.62,T170,961,1783
T170__rotate_3,T170__rotate_3.jpg,a908c2efe8692a776b91418602c7364d5121021beaa29e1b7e8e887ecc37f623,T170,T170.jpg,rotate_3,rotation_camera_like,3,scored,4.62,T170,961,1783
T170__perspective_mild,T170__perspective_mild.jpg,d14fb9ac2d2259b94c613f008daa9d7a32216bccabd086893628eea1cceef11a,T170,T170.jpg,perspective_mild,rotation_camera_like,3,scored,4.62,T170,961,1783
T170__gaussian_blur_1_5,T170__gaussian_blur_1_5.jpg,c4ec02c8841998e51eaffc90bea175c5a96ac8ffef6ccff36f9776cfbc6c4dd6,T170,T170.jpg,gaussian_blur_1_5,rotation_camera_like,3,scored,4.62,T170,961,1783
H030__original,H030__original.jpg,50cc8926bbae834468473c8c1f8c6a28b7d93e210bb25820af0b1a6d05a36703,H030,H030.jpg,original,control,3,scored,6.57,H030,961,1783
H030__mirror,H030__mirror.jpg,a173c5bd3e51cb2b4737c0eb5f3f60e77767e8ccab69e56da1c0c783c96c7b9b,H030,H030.jpg,mirror,mirror,3,scored,6.57,H030,961,1783
H030__crop_center_10,H030__crop_center_10.jpg,c7d3fc20e7200721d239f410ad1894e2ed956c11a00b0f9a193b23e3dc30c319,H030,H030.jpg,crop_center_10,crop,3,scored,6.57,H030,769,1427
H030__crop_legs_20,H030__crop_legs_20.jpg,64956934c11e0fa40ea91994c882477145cd24008f405ff6f356973e6fdd03de,H030,H030.jpg,crop_legs_20,crop,3,scored,6.57,H030,961,1426
H030__pad_wide_black,H030__pad_wide_black.jpg,6970e5cab96e9c80ee329f90bdbc01e152e186e806e83972970ba88d4db9bc02,H030,H030.jpg,pad_wide_black,padding_aspect,3,scored,6.57,H030,1345,1783
H030__pad_tall_black,H030__pad_tall_black.jpg,377432f141d36daabddefd7c886686f7cb99291168ac010ee67a42089e4a73e7,H030,H030.jpg,pad_tall_black,padding_aspect,3,scored,6.57,H030,961,2318
H030__canvas_light_gray,H030__canvas_light_gray.jpg,d2b4ef3563a667376870a563aa4afc8f47e1de319216ef1dd19ae764e6dd7ff5,H030,H030.jpg,canvas_light_gray,background_canvas,3,scored,6.57,H030,1201,2229
H030__aspect_squeeze_80,H030__aspect_squeeze_80.jpg,38ab965ba012a0f27e6ff5aabaa325adf2b38e2f6d49d987a6c3ac3039df5ae9,H030,H030.jpg,aspect_squeeze_80,padding_aspect,3,scored,6.57,H030,769,1783
H030__resolution_256,H030__resolution_256.jpg,938fa1cdb35a9f8662f9fda70eedc3ce081c93f0a3c89ff979d5906673087f79,H030,H030.jpg,resolution_256,resolution,3,scored,6.57,H030,138,256
H030__brightness_70,H030__brightness_70.jpg,c2e361ce3ea5ea8555c6a892159efbbb7479c19a6d51e12ac9aef608b7d70843,H030,H030.jpg,brightness_70,lighting,3,scored,6.57,H030,961,1783
H030__brightness_130,H030__brightness_130.jpg,9098c32e0f6d970e9d78dab719dc69103e135115806569804a9d6a4581db6767,H030,H030.jpg,brightness_130,lighting,3,scored,6.57,H030,961,1783
H030__contrast_70,H030__contrast_70.jpg,293adab12aa1933eb5be3693a793ecdc61a265fefff81a5ae6ec8a54ef939cd6,H030,H030.jpg,contrast_70,lighting,3,scored,6.57,H030,961,1783
H030__contrast_130,H030__contrast_130.jpg,fca6ded542c9bb9084635dcdbee4218f8004aa8beb03d919b72f2c1d117a2c94,H030,H030.jpg,contrast_130,lighting,3,scored,6.57,H030,961,1783
H030__side_lighting,H030__side_lighting.jpg,8e8fecc23acc7afe7ad7b995f4eda3b2b929b9a88522c1d38696abbcae4a15c4,H030,H030.jpg,side_lighting,lighting,3,scored,6.57,H030,961,1783
H030__jpeg_q35,H030__jpeg_q35.jpg,eaf7041d5e4c05d490c91f07a7f9038925661e2c6d5724713c3a3e546e85e1a8,H030,H030.jpg,jpeg_q35,jpeg,3,scored,6.57,H030,961,1783
H030__rotate_3,H030__rotate_3.jpg,89939ec60bcc6fa4b88aefd711721ba28ddeb344f09865d1e4c4df21bdc82191,H030,H030.jpg,rotate_3,rotation_camera_like,3,scored,6.57,H030,961,1783
H030__perspective_mild,H030__perspective_mild.jpg,62ae96e9f7a5be0262d8b8b7a93db32144b368ff540e0b0c76dddbf19994cc17,H030,H030.jpg,perspective_mild,rotation_camera_like,3,scored,6.57,H030,961,1783
H030__gaussian_blur_1_5,H030__gaussian_blur_1_5.jpg,ce9b2815fc0964047ec2483233c25a09cf7747847b27ab283fc86d4d55671eb2,H030,H030.jpg,gaussian_blur_1_5,rotation_camera_like,3,scored,6.57,H030,961,1783
T130__original,T130__original.jpg,617aa882e6d147ac330f5e09eee689ce036794279761dc1646d5154d0a1be831,T130,T130.jpg,original,control,4,scored,6.58,T130,961,1783
T130__mirror,T130__mirror.jpg,f87abbb2966e57c22d3fcfdaff20987aa7f1e74106ba9fa282386f0552465776,T130,T130.jpg,mirror,mirror,4,scored,6.58,T130,961,1783
T130__crop_center_10,T130__crop_center_10.jpg,750266c215ad468268ba2a2cb878c2ffe6be046665eb8e20978dc203da2b2d4f,T130,T130.jpg,crop_center_10,crop,4,scored,6.58,T130,769,1427
T130__crop_legs_20,T130__crop_legs_20.jpg,b384f69ce20763fc20cbf435618721f5c166be78a043916f63f82d35690390ab,T130,T130.jpg,crop_legs_20,crop,4,scored,6.58,T130,961,1426
T130__pad_wide_black,T130__pad_wide_black.jpg,a34e81d0bb741defeb79082a7b99c4ff37f11b593138df7e5af25b72e2e3e15e,T130,T130.jpg,pad_wide_black,padding_aspect,4,scored,6.58,T130,1345,1783
T130__pad_tall_black,T130__pad_tall_black.jpg,a7fc08dca6c72010e5cf8fa6fa751369da9c5d60de4d23bc460b8c3f729d202c,T130,T130.jpg,pad_tall_black,padding_aspect,4,scored,6.58,T130,961,2318
T130__canvas_light_gray,T130__canvas_light_gray.jpg,4c0ec4a949f3547c2249409b167ad43324b358913a979e6d425b81eb63a0b6c4,T130,T130.jpg,canvas_light_gray,background_canvas,4,scored,6.58,T130,1201,2229
T130__aspect_squeeze_80,T130__aspect_squeeze_80.jpg,fcd14be4f81509b79bdb46ab5c55deb86428074ac23f85b1b8ef7b3cce91da40,T130,T130.jpg,aspect_squeeze_80,padding_aspect,4,scored,6.58,T130,769,1783
T130__resolution_256,T130__resolution_256.jpg,a633a46603c4a8315af9491eb428582d12eb4f849af276344c49297d2a7b4e33,T130,T130.jpg,resolution_256,resolution,4,scored,6.58,T130,138,256
T130__brightness_70,T130__brightness_70.jpg,d5a403fc55959c4514745e46686bfa4fed2edf5bbd9c34815658d2c80eb9c10c,T130,T130.jpg,brightness_70,lighting,4,scored,6.58,T130,961,1783
T130__brightness_130,T130__brightness_130.jpg,051486c400c2601f9d7e1b6d60f39ac57f3bb496761c654db399ee838f57412e,T130,T130.jpg,brightness_130,lighting,4,scored,6.58,T130,961,1783
T130__contrast_70,T130__contrast_70.jpg,3e28e718a35430f4c10cb5c4bab4eb9a9ddcba64e625d91e8f1871a422a5c34b,T130,T130.jpg,contrast_70,lighting,4,scored,6.58,T130,961,1783
T130__contrast_130,T130__contrast_130.jpg,c64b1fcfe22ea001fe69b7c727935640fe145519a118f6b6165a7525eec00558,T130,T130.jpg,contrast_130,lighting,4,scored,6.58,T130,961,1783
T130__side_lighting,T130__side_lighting.jpg,080cab5a47679e823106ca217d5cc5117c3cce3d18d660d29597deb31724b6a3,T130,T130.jpg,side_lighting,lighting,4,scored,6.58,T130,961,1783
T130__jpeg_q35,T130__jpeg_q35.jpg,2401d4efd84259e672003feab0dd9a8a5db96adf3b4a2e047c4d84c6e462820d,T130,T130.jpg,jpeg_q35,jpeg,4,scored,6.58,T130,961,1783
T130__rotate_3,T130__rotate_3.jpg,7060e68cd705ae7b571009c1baeb14f5501447f4a98a6f0f26bb2a68aa0f4c81,T130,T130.jpg,rotate_3,rotation_camera_like,4,scored,6.58,T130,961,1783
T130__perspective_mild,T130__perspective_mild.jpg,ea50e617ccbbdf2edad51f5e6ce0553d96a3544a2d3df68932f888fa07f1f9e2,T130,T130.jpg,perspective_mild,rotation_camera_like,4,scored,6.58,T130,961,1783
T130__gaussian_blur_1_5,T130__gaussian_blur_1_5.jpg,d612b4bde54b21c9fc91d7a5cb213b01931a96680de36657a948cf839d573611,T130,T130.jpg,gaussian_blur_1_5,rotation_camera_like,4,scored,6.58,T130,961,1783
T070__original,T070__original.jpg,cdb58a76dc8d4defac0dcf338c02b563bc309bdb720989c737f4ad9a6e64dc4b,T070,T070.jpg,original,control,4,scored,7.94,T070,961,1783
T070__mirror,T070__mirror.jpg,a222a9e45a016271761a6646031c2d45c82dac7e23a6197bb5d17aab709f81f3,T070,T070.jpg,mirror,mirror,4,scored,7.94,T070,961,1783
T070__crop_center_10,T070__crop_center_10.jpg,827a13bd476f1e1afc70e60fbb199e062dd89bba3c15ac66811843c85cc42153,T070,T070.jpg,crop_center_10,crop,4,scored,7.94,T070,769,1427
T070__crop_legs_20,T070__crop_legs_20.jpg,fc0d35d755b172a69a65506aeb23673f86576c4184b92832a5c8e70ff00ca127,T070,T070.jpg,crop_legs_20,crop,4,scored,7.94,T070,961,1426
T070__pad_wide_black,T070__pad_wide_black.jpg,2bbe15402a203143207d4d0769a8883bb63e837ff8f7ab0197f66f32e928c530,T070,T070.jpg,pad_wide_black,padding_aspect,4,scored,7.94,T070,1345,1783
T070__pad_tall_black,T070__pad_tall_black.jpg,f6c00319faa5a339a220049187ba13640a273f261b2c1967687975f46ccc8104,T070,T070.jpg,pad_tall_black,padding_aspect,4,scored,7.94,T070,961,2318
T070__canvas_light_gray,T070__canvas_light_gray.jpg,211756b1b6733d0ed632191d0c562b947f518222ba9d38e616f0228eb28a529e,T070,T070.jpg,canvas_light_gray,background_canvas,4,scored,7.94,T070,1201,2229
T070__aspect_squeeze_80,T070__aspect_squeeze_80.jpg,0b33d67bdebffd1ff813312d04e388b442371ece3f4b5808467a451061a8f2e4,T070,T070.jpg,aspect_squeeze_80,padding_aspect,4,scored,7.94,T070,769,1783
T070__resolution_256,T070__resolution_256.jpg,06dd1518c2253f21390399318528fd8ae13ec7428ce91fac9cd034b91b62174f,T070,T070.jpg,resolution_256,resolution,4,scored,7.94,T070,138,256
T070__brightness_70,T070__brightness_70.jpg,d7664f5caf952284d04672147ff298ede179e466cd53580a61c2d68afefb04db,T070,T070.jpg,brightness_70,lighting,4,scored,7.94,T070,961,1783
T070__brightness_130,T070__brightness_130.jpg,95517436782682ec444783676a5e58b4a3737ec70dd905e9b94c3735a0f675df,T070,T070.jpg,brightness_130,lighting,4,scored,7.94,T070,961,1783
T070__contrast_70,T070__contrast_70.jpg,eb4eb56b7027be71a59239887062b7fd13e24d17f202f23a46623302ed4fb44c,T070,T070.jpg,contrast_70,lighting,4,scored,7.94,T070,961,1783
T070__contrast_130,T070__contrast_130.jpg,d8eded0f2c6bd8cbcdbe08fce0e331117f6788e2542a0bf9e388d83831ac060b,T070,T070.jpg,contrast_130,lighting,4,scored,7.94,T070,961,1783
T070__side_lighting,T070__side_lighting.jpg,f4e4559f5e964641ee0abecad054ebd819937a43e4e1680d5e551308d00c7963,T070,T070.jpg,side_lighting,lighting,4,scored,7.94,T070,961,1783
T070__jpeg_q35,T070__jpeg_q35.jpg,1d86737c521ba059c88be8efa30578f3908e79c7be1d3579c5c353df3cf0ca8b,T070,T070.jpg,jpeg_q35,jpeg,4,scored,7.94,T070,961,1783
T070__rotate_3,T070__rotate_3.jpg,c85362492de71656e0349e81e3b25768a1704e1af670f38d18392627072262d0,T070,T070.jpg,rotate_3,rotation_camera_like,4,scored,7.94,T070,961,1783
T070__perspective_mild,T070__perspective_mild.jpg,d403ee91792df251f7bf632de3858d00b3d9addceb63036081525be63410fee0,T070,T070.jpg,perspective_mild,rotation_camera_like,4,scored,7.94,T070,961,1783
T070__gaussian_blur_1_5,T070__gaussian_blur_1_5.jpg,cddfc761f1e87ce2df5cae30007e40c6d8164086f855a44406f14511eb695250,T070,T070.jpg,gaussian_blur_1_5,rotation_camera_like,4,scored,7.94,T070,961,1783
T040__original,T040__original.jpg,5ac0432ba7fac4d94e3b524b52974f60ba1bae3bd32d9d8cab504efb6166b4b6,T040,T040.jpg,original,control,4,scored,8.29,T040,961,1783
T040__mirror,T040__mirror.jpg,6a3777058aa870e703691583a5bfe6715a44d4701b1aa6661204fe0e7de55cee,T040,T040.jpg,mirror,mirror,4,scored,8.29,T040,961,1783
T040__crop_center_10,T040__crop_center_10.jpg,e56c2398008ade09925aabc21424f10afb2e069e1ae2d0383488c1ec6056e23d,T040,T040.jpg,crop_center_10,crop,4,scored,8.29,T040,769,1427
T040__crop_legs_20,T040__crop_legs_20.jpg,53eebf25f808db813c3c3784694dd4a6d2691117e93e29fa706a7d6aa6bea187,T040,T040.jpg,crop_legs_20,crop,4,scored,8.29,T040,961,1426
T040__pad_wide_black,T040__pad_wide_black.jpg,6879f7d7c5fe391037b0d94aeb206a7fc1f52b5e12e0beb36c189fd203e169dd,T040,T040.jpg,pad_wide_black,padding_aspect,4,scored,8.29,T040,1345,1783
T040__pad_tall_black,T040__pad_tall_black.jpg,9bd5f82ccb8e79a9bce7ba380a59c12d8cda4b8fc33e5c3c2cc41f1fcb3f7424,T040,T040.jpg,pad_tall_black,padding_aspect,4,scored,8.29,T040,961,2318
T040__canvas_light_gray,T040__canvas_light_gray.jpg,8f9572c1db8d82ce37bbad39867034f8c55714fb991f142f1b06fede22cfcae9,T040,T040.jpg,canvas_light_gray,background_canvas,4,scored,8.29,T040,1201,2229
T040__aspect_squeeze_80,T040__aspect_squeeze_80.jpg,4dded59b499cb1746f4deba9b08d6e83b9db0fb357f0e606a354f8c72676d065,T040,T040.jpg,aspect_squeeze_80,padding_aspect,4,scored,8.29,T040,769,1783
T040__resolution_256,T040__resolution_256.jpg,b0dac0253fe00d14d182f3468c94e54f814ffc028c2be9273f7c0fcf2c0eee8d,T040,T040.jpg,resolution_256,resolution,4,scored,8.29,T040,138,256
T040__brightness_70,T040__brightness_70.jpg,f0e44f43b1a31c1719f5f0ce2f277bb419110b15d36f2ceb2a300ca6dd4b444a,T040,T040.jpg,brightness_70,lighting,4,scored,8.29,T040,961,1783
T040__brightness_130,T040__brightness_130.jpg,8424cb7022f21fc254e16d83bec4d627fedc799e0a88482370416c3c1ac00103,T040,T040.jpg,brightness_130,lighting,4,scored,8.29,T040,961,1783
T040__contrast_70,T040__contrast_70.jpg,154bade5e3506284c43d1b69c821481e052d6fd9d2d2576374f7391833a0a32f,T040,T040.jpg,contrast_70,lighting,4,scored,8.29,T040,961,1783
T040__contrast_130,T040__contrast_130.jpg,feacf7fa48c188b539e8ff3ba6a572ceef010adddc937633498a0775ac550e1f,T040,T040.jpg,contrast_130,lighting,4,scored,8.29,T040,961,1783
T040__side_lighting,T040__side_lighting.jpg,70c66296f4b0c150d9d088ff04e4ef82c58e7d085f8fa9f354a7ea610bbbf014,T040,T040.jpg,side_lighting,lighting,4,scored,8.29,T040,961,1783
T040__jpeg_q35,T040__jpeg_q35.jpg,f4d6fade8564c08d9ba0d3d70daccfedd91adaee42f7c8c7639978d93a57390a,T040,T040.jpg,jpeg_q35,jpeg,4,scored,8.29,T040,961,1783
T040__rotate_3,T040__rotate_3.jpg,dd760b0f54c6be312dd97486c2c66919ad0ef58a9bf30abe3f9b4b75f324a5be,T040,T040.jpg,rotate_3,rotation_camera_like,4,scored,8.29,T040,961,1783
T040__perspective_mild,T040__perspective_mild.jpg,cf14c9604a52871b06410915a18d788d9bed38b1c202be125623c75195b51b8e,T040,T040.jpg,perspective_mild,rotation_camera_like,4,scored,8.29,T040,961,1783
T040__gaussian_blur_1_5,T040__gaussian_blur_1_5.jpg,2a9834845d4e28568c5d440e47e9b76ecfc9d824872589adf64d578135335c77,T040,T040.jpg,gaussian_blur_1_5,rotation_camera_like,4,scored,8.29,T040,961,1783
