identity_id,split,expected_sex,expected_looks,editorial_ethnicity,submitted_images,scored_images,refused_images,error_images,refusal_rate,raw_mean,aggregate_display_score,raw_sd,raw_range,raw_mad,worst_pair_absolute_raw_gap,worst_pair_image_a,worst_pair_raw_a,worst_pair_image_b,worst_pair_raw_b
marz,train,f,7.8,white,3,3,0,0,0.0,3.672,6.613941963794339,0.7080875652064511,1.3600000000000003,0.3380000000000005,1.3600000000000003,images/roster/marz/4.jpg,4.238,images/roster/marz/5.jpg,2.878
maya-higa,train,f,7.4,mixed,3,2,1,0,0.3333333333333333,3.249,6.1909747531253645,0.10748023074035531,0.15200000000000014,0.07600000000000007,0.15200000000000014,images/roster/maya-higa/1.jpg,3.325,images/roster/maya-higa/5.jpg,3.173
megan-fox,train,f,9.2,white,5,5,0,0,0.0,3.665,6.606466166569827,0.4788559282289403,1.1310000000000002,0.20000000000000018,1.1310000000000002,images/roster/megan-fox/4.jpg,2.949,images/roster/megan-fox/5.jpg,4.08
melissa-bonny,train,f,7.9,white,5,1,4,0,0.8,2.726,4.912985945742045,,,,,,,,
michael-b-jordan,validation,m,9.0,black,5,5,0,0,0.0,2.9939999999999998,5.858138194911677,0.41503011938894263,1.146,0.1259999999999999,1.146,images/roster/michael-b-jordan/1.jpg,3.5,images/roster/michael-b-jordan/4.jpg,2.354
michael-phelps,train,m,6.7,white,4,2,2,0,0.5,3.5765000000000002,6.502499719703619,0.2580939751330897,0.36499999999999977,0.18249999999999988,0.36499999999999977,images/roster/michael-phelps/2.jpg,3.759,images/roster/michael-phelps/4.jpg,3.394
mila-kunis,train,f,8.5,white,5,4,1,0,0.2,3.85875,6.895492981678582,0.36006237885492365,0.8659999999999997,0.17300000000000004,0.8659999999999997,images/roster/mila-kunis/1.jpg,3.482,images/roster/mila-kunis/5.jpg,4.348
mindy-kaling,holdout,f,5.5,south-asian,5,4,1,0,0.2,3.537,6.459023489865143,0.145691454794027,0.31700000000000017,0.041500000000000314,0.31700000000000017,images/roster/mindy-kaling/1.jpg,3.432,images/roster/mindy-kaling/2.jpg,3.749
monica-bellucci,train,f,9.5,white,3,3,0,0,0.0,3.114333333333333,6.037199522219591,0.5827884121474389,1.1189999999999998,0.27700000000000014,1.1189999999999998,images/roster/monica-bellucci/1.jpg,3.768,images/roster/monica-bellucci/2.jpg,2.649
mrbeast,holdout,m,6.1,white,4,2,2,0,0.5,3.182,6.120060444343756,0.5345727265770301,0.7560000000000002,0.3780000000000001,0.7560000000000002,images/roster/mrbeast/1.jpg,3.56,images/roster/mrbeast/3.jpg,2.804
nadya-suleman,holdout,f,4.0,white,3,2,1,0,0.3333333333333333,3.474,6.403943461907347,0.5416437943888954,0.766,0.383,0.766,images/roster/nadya-suleman/1.jpg,3.091,images/roster/nadya-suleman/4.jpg,3.857
natalie-portman,validation,f,8.0,middle-eastern,5,3,2,0,0.4,4.030333333333334,7.365624814424557,0.317159791482674,0.5659999999999998,0.03500000000000014,0.5659999999999998,images/roster/natalie-portman/1.jpg,3.83,images/roster/natalie-portman/6.jpg,4.396
neymar,holdout,m,7.6,latino,4,1,3,0,0.75,2.777,5.205400248052906,,,,,,,,
nicolas-cage,holdout,m,7.0,white,5,5,0,0,0.0,3.3421999999999996,6.274948356123526,0.14014706561323345,0.37399999999999967,0.07200000000000006,0.37399999999999967,images/roster/nicolas-cage/1.jpg,3.176,images/roster/nicolas-cage/4.jpg,3.55
ninja,validation,m,6.6,white,3,1,2,0,0.6666666666666666,2.689,4.7343339047044335,,,,,,,,
paul-rudd,train,m,7.0,white,5,5,0,0,0.0,3.1376,6.069815226770252,0.5109865947361046,1.2520000000000002,0.32099999999999973,1.2520000000000002,images/roster/paul-rudd/4.jpg,2.658,images/roster/paul-rudd/5.jpg,3.91
pauly-shore,holdout,m,4.0,white,5,5,0,0,0.0,2.9178,5.71270919080419,0.26137463534168726,0.633,0.2570000000000001,0.633,images/roster/pauly-shore/3.jpg,2.579,images/roster/pauly-shore/4.jpg,3.212
pedro-pascal,train,m,7.5,latino,5,4,1,0,0.2,3.33275,6.26634541474589,0.3835851708986327,0.8089999999999997,0.27149999999999985,0.8089999999999997,images/roster/pedro-pascal/4.jpg,3.783,images/roster/pedro-pascal/5.jpg,2.974
pete-davidson,train,m,5.0,white,4,4,0,0,0.0,3.35175,6.284984244625116,0.5219140254869571,1.205,0.1885000000000001,1.205,images/roster/pete-davidson/2.jpg,2.605,images/roster/pete-davidson/4.jpg,3.81
pewdiepie,train,m,7.1,white,3,1,2,0,0.6666666666666666,2.61,4.32173027299792,,,,,,,,
philippa-eilhart,validation,f,7.0,white,5,3,2,0,0.4,3.6493333333333333,6.589847759788486,0.07284458341794076,0.133,0.015000000000000124,0.133,images/roster/philippa-eilhart/2.jpg,3.733,images/roster/philippa-eilhart/4.jpg,3.6
piia-tamare,holdout,f,8.3,white,5,4,1,0,0.2,3.787,6.768587775522092,0.30628200513034815,0.7209999999999996,0.133,0.7209999999999996,images/roster/piia-tamare/1.jpg,4.215,images/roster/piia-tamare/3.jpg,3.494
pokimane,train,f,7.4,middle-eastern,5,4,1,0,0.2,3.0705,5.973470867540566,0.3615655772701085,0.8430000000000004,0.2725000000000002,0.8430000000000004,images/roster/pokimane/2.jpg,2.655,images/roster/pokimane/5.jpg,3.498
pom-klementieff,train,f,7.5,mixed,5,4,1,0,0.2,3.982,7.177228503751267,0.24381003534172516,0.5229999999999997,0.18200000000000016,0.5229999999999997,images/roster/pom-klementieff/5.jpg,3.74,images/roster/pom-klementieff/6.jpg,4.263
prince-harry,validation,m,7.2,white,3,3,0,0,0.0,2.8346666666666667,5.471403881730193,0.10610529361597996,0.19499999999999984,0.02499999999999991,0.19499999999999984,images/roster/prince-harry/2.jpg,2.908,images/roster/prince-harry/3.jpg,2.713
priyanka-chopra,holdout,f,8.8,south-asian,4,4,0,0,0.0,3.69875,6.64581080321881,0.4158544416820226,0.9480000000000004,0.2630000000000001,0.9480000000000004,images/roster/priyanka-chopra/2.jpg,3.167,images/roster/priyanka-chopra/4.jpg,4.115
qtcinderella,train,f,7.0,white,4,4,0,0,0.0,3.17275,6.1100849691897725,0.543966527769249,1.1839999999999997,0.369,1.1839999999999997,images/roster/qtcinderella/3.jpg,2.652,images/roster/qtcinderella/4.jpg,3.836
rachel-dolezal,holdout,f,4.0,white,2,2,0,0,0.0,3.1455,6.080178661440107,0.15909902576697324,0.2250000000000001,0.11250000000000004,0.2250000000000001,images/roster/rachel-dolezal/1.jpg,3.033,images/roster/rachel-dolezal/2.jpg,3.258
rami-malek,train,m,6.8,middle-eastern,3,3,0,0,0.0,3.279,6.21810257486062,0.35650105189185627,0.698,0.22299999999999986,0.698,images/roster/rami-malek/2.jpg,2.972,images/roster/rami-malek/3.jpg,3.67
rebel-wilson,train,f,5.4,white,4,4,0,0,0.0,3.97225,7.145777068034185,0.5316367023949093,1.2320000000000002,0.1825000000000001,1.2320000000000002,images/roster/rebel-wilson/1.jpg,3.21,images/roster/rebel-wilson/3.jpg,4.442
rihanna,validation,f,9.1,black,4,3,1,0,0.25,2.5403333333333333,4.034235007438053,0.6675637297916457,1.17,0.028000000000000025,1.17,images/roster/rihanna/3.jpg,3.311,images/roster/rihanna/4.jpg,2.141
robert-pattinson,train,m,8.9,white,3,1,2,0,0.6666666666666666,3.626,6.562501286195734,,,,,,,,
roman-reigns,train,m,9.0,mixed,4,4,0,0,0.0,3.178,6.1158784319425274,0.6910807960482382,1.258,0.5835000000000001,1.258,images/roster/roman-reigns/2.jpg,2.535,images/roster/roman-reigns/5.jpg,3.793
rosa-salazar,train,f,7.0,latino,5,3,2,0,0.4,3.5493333333333332,6.472095413488138,0.24116660907624288,0.4580000000000002,0.09800000000000031,0.4580000000000002,images/roster/rosa-salazar/4.jpg,3.364,images/roster/rosa-salazar/7.jpg,3.822
roseanne-barr,train,f,3.5,white,5,5,0,0,0.0,2.8924,5.644722682531348,0.15752555348260158,0.3809999999999998,0.06099999999999994,0.3809999999999998,images/roster/roseanne-barr/3.jpg,2.619,images/roster/roseanne-barr/6.jpg,3.0
rosie-odonnell,train,f,3.8,white,5,5,0,0,0.0,2.8546,5.539777186381026,0.47960118848893607,1.189,0.4289999999999998,1.189,images/roster/rosie-odonnell/4.jpg,2.31,images/roster/rosie-odonnell/6.jpg,3.499
rudy-giuliani,holdout,m,3.5,white,4,3,1,0,0.25,2.751,5.072326896660844,0.13004614565607076,0.2599999999999998,0.12400000000000011,0.2599999999999998,images/roster/rudy-giuliani/1.jpg,2.879,images/roster/rudy-giuliani/4.jpg,2.619
russell-brand,holdout,m,7.0,white,5,5,0,0,0.0,3.3506,6.283773606269342,0.7085049752824606,1.745,0.5949999999999998,1.745,images/roster/russell-brand/1.jpg,2.285,images/roster/russell-brand/6.jpg,4.03
ryan-gosling,train,m,8.5,white,5,5,0,0,0.0,3.4928,6.4193312560140665,0.4987260771204971,1.0699999999999998,0.5020000000000002,1.0699999999999998,images/roster/ryan-gosling/5.jpg,2.97,images/roster/ryan-gosling/6.jpg,4.04
ryan-reynolds,train,m,8.0,white,5,5,0,0,0.0,3.7567999999999997,6.7259051408587265,0.4295401029007653,1.189,0.12400000000000011,1.189,images/roster/ryan-reynolds/4.jpg,3.085,images/roster/ryan-reynolds/6.jpg,4.274
sabrina-carpenter,train,f,8.3,white,3,0,3,0,1.0,,,,,,,,,,
sam-bankman-fried,train,m,3.0,white,2,1,1,0,0.5,4.032,7.372755319849235,,,,,,,,
scarlett-johansson,train,f,9.2,white,5,4,1,0,0.2,3.247,6.188832955600446,0.5682822068890303,1.2189999999999999,0.26649999999999996,1.2189999999999999,images/roster/scarlett-johansson/2.jpg,2.476,images/roster/scarlett-johansson/4.jpg,3.695
selene-ashford,train,f,9.5,mixed,5,3,2,0,0.4,3.3446666666666665,6.277536690025807,0.27943753028777885,0.484,0.0,0.484,images/roster/selene-ashford/1.jpg,3.506,images/roster/selene-ashford/4.jpg,3.022
serena-williams,train,f,6.4,black,4,0,4,0,1.0,,,,,,,,,,
seth-rogen,train,m,4.5,white,5,5,0,0,0.0,3.0336000000000003,5.925333853857071,0.5335187906718938,1.1920000000000002,0.395,1.1920000000000002,images/roster/seth-rogen/3.jpg,2.411,images/roster/seth-rogen/4.jpg,3.603
shaelah-mcgilton,validation,f,8.4,mixed,1,1,0,0,0.0,3.922,7.010651188381596,,,,,,,,
shakira,train,f,8.4,latino,4,4,0,0,0.0,3.407,6.343166276666333,0.380829795753081,0.8260000000000001,0.21750000000000003,0.8260000000000001,images/roster/shakira/1.jpg,3.739,images/roster/shakira/4.jpg,2.913
shia-labeouf,validation,m,6.5,white,5,5,0,0,0.0,3.5262000000000002,6.4476450266475585,0.3042411872182988,0.7169999999999996,0.1629999999999998,0.7169999999999996,images/roster/shia-labeouf/3.jpg,3.212,images/roster/shia-labeouf/4.jpg,3.929
shohei-ohtani,train,m,7.5,east-asian,3,0,3,0,1.0,,,,,,,,,,
simone-biles,validation,f,6.5,black,4,2,2,0,0.5,2.5955,4.256368545967064,0.12232947314527275,0.17300000000000004,0.08650000000000002,0.17300000000000004,images/roster/simone-biles/1.jpg,2.682,images/roster/simone-biles/2.jpg,2.509
simu-liu,train,m,7.7,east-asian,3,3,0,0,0.0,2.6826666666666665,4.7054914331461095,0.015534906930308196,0.03000000000000025,0.008000000000000007,0.03000000000000025,images/roster/simu-liu/1.jpg,2.7,images/roster/simu-liu/3.jpg,2.67
snoop-dogg,validation,m,5.4,black,4,2,2,0,0.5,2.8129999999999997,5.377017226945779,0.04101219330881995,0.058000000000000274,0.029000000000000137,0.058000000000000274,images/roster/snoop-dogg/1.jpg,2.842,images/roster/snoop-dogg/2.jpg,2.784
sofia-vergara,validation,f,8.8,latino,4,4,0,0,0.0,3.42725,6.363345285601314,0.43346616553851897,0.9620000000000002,0.34650000000000003,0.9620000000000002,images/roster/sofia-vergara/2.jpg,2.94,images/roster/sofia-vergara/3.jpg,3.902
spencer-pratt,train,m,5.5,white,4,4,0,0,0.0,3.25525,6.197057957719695,0.22891974576257063,0.5299999999999998,0.07899999999999996,0.5299999999999998,images/roster/spencer-pratt/3.jpg,2.927,images/roster/spencer-pratt/4.jpg,3.457
steve-buscemi,holdout,m,2.5,white,5,5,0,0,0.0,2.8356000000000003,5.47504380133272,0.12328138545619932,0.31599999999999984,0.1080000000000001,0.31599999999999984,images/roster/steve-buscemi/5.jpg,2.7,images/roster/steve-buscemi/6.jpg,3.016
susan-boyle,train,f,3.0,white,5,3,2,0,0.4,2.513666666666667,3.91752515503338,0.5643308722135741,1.088,0.28400000000000025,1.088,images/roster/susan-boyle/4.jpg,1.883,images/roster/susan-boyle/5.jpg,2.971
sydney-sweeney,holdout,f,9.0,white,5,5,0,0,0.0,3.5126,6.435658576138388,0.3430150142486477,0.798,0.13800000000000034,0.798,images/roster/sydney-sweeney/1.jpg,3.223,images/roster/sydney-sweeney/5.jpg,4.021
taylor-swift,validation,f,7.5,white,5,4,1,0,0.2,3.3645,6.29844622424225,0.9185051260971092,2.022,0.2769999999999999,2.022,images/roster/taylor-swift/3.jpg,2.031,images/roster/taylor-swift/7.jpg,4.053
tekashi-6ix9ine,validation,m,4.0,latino,4,4,0,0,0.0,2.57375,4.167935918339597,0.4279294139613838,1.0050000000000001,0.21550000000000002,1.0050000000000001,images/roster/tekashi-6ix9ine/1.jpg,2.994,images/roster/tekashi-6ix9ine/4.jpg,1.989
the-weeknd,train,m,6.0,black,5,5,0,0,0.0,3.4618,6.393472597354732,0.3956370811741488,0.911,0.30299999999999994,0.911,images/roster/the-weeknd/3.jpg,2.996,images/roster/the-weeknd/5.jpg,3.907
tifa-lockhart,train,f,9.5,other,5,3,2,0,0.4,3.3363333333333336,6.269593547661404,0.5456613724035572,1.0830000000000002,0.4249999999999998,1.0830000000000002,images/roster/tifa-lockhart/3.jpg,2.756,images/roster/tifa-lockhart/4.jpg,3.839
tila-tequila,train,f,5.0,east-asian,5,5,0,0,0.0,3.3573999999999997,6.290940722083834,0.15296829736909529,0.36499999999999977,0.06700000000000017,0.36499999999999977,images/roster/tila-tequila/5.jpg,3.488,images/roster/tila-tequila/6.jpg,3.123
timothee-chalamet,train,m,8.5,white,5,5,0,0,0.0,4.2546,8.318775143854472,0.1779404394734371,0.4659999999999993,0.1379999999999999,0.4659999999999993,images/roster/timothee-chalamet/4.jpg,4.523,images/roster/timothee-chalamet/5.jpg,4.057
tom-brady,validation,m,8.0,white,4,2,2,0,0.5,3.473,6.403128029417076,0.29839906166072316,0.42200000000000015,0.21100000000000008,0.42200000000000015,images/roster/tom-brady/2.jpg,3.262,images/roster/tom-brady/5.jpg,3.684
tom-cruise,validation,m,8.7,white,4,2,2,0,0.5,2.9115,5.6974226828747305,0.054447222151364126,0.07699999999999996,0.03849999999999998,0.07699999999999996,images/roster/tom-cruise/1.jpg,2.873,images/roster/tom-cruise/2.jpg,2.95
tonya-harding,holdout,f,4.0,white,4,3,1,0,0.25,2.8059999999999996,5.349311850663655,0.16336768346279487,0.3019999999999996,0.042999999999999705,0.3019999999999996,images/roster/tonya-harding/1.jpg,2.921,images/roster/tonya-harding/3.jpg,2.619
travis-kelce,validation,m,7.0,white,5,5,0,0,0.0,3.3226,6.257167159977266,0.29132850873198124,0.6920000000000002,0.03100000000000014,0.6920000000000002,images/roster/travis-kelce/2.jpg,3.149,images/roster/travis-kelce/3.jpg,3.841
trisha-paytas,train,f,5.0,white,5,5,0,0,0.0,3.1195999999999997,6.044491772581336,0.34038845456331207,0.7359999999999998,0.06499999999999995,0.7359999999999998,images/roster/trisha-paytas/4.jpg,2.842,images/roster/trisha-paytas/5.jpg,3.578
triss-merigold,train,f,8.5,white,5,4,1,0,0.2,3.408,6.344218286337963,0.3602508385370763,0.8289999999999997,0.2380000000000002,0.8289999999999997,images/roster/triss-merigold/2.jpg,2.954,images/roster/triss-merigold/3.jpg,3.783
tyson-fury,train,m,5.6,white,2,1,1,0,0.5,2.949,5.777142991957787,,,,,,,,
usain-bolt,train,m,7.7,black,4,2,2,0,0.5,2.7625,5.131203544135756,0.2863782463805516,0.4049999999999998,0.2024999999999999,0.4049999999999998,images/roster/usain-bolt/2.jpg,2.965,images/roster/usain-bolt/3.jpg,2.56
valkyrae,train,f,8.0,mixed,5,4,1,0,0.2,3.122,6.047857777757449,0.6274498651950874,1.404,0.40900000000000003,1.404,images/roster/valkyrae/2.jpg,2.334,images/roster/valkyrae/7.jpg,3.738
vera-lux,holdout,f,9.0,white,5,3,2,0,0.4,3.549,6.4717410068307935,0.11720494870098276,0.23399999999999999,0.10499999999999998,0.23399999999999999,images/roster/vera-lux/4.jpg,3.428,images/roster/vera-lux/5.jpg,3.662
victoria-justice,train,f,8.5,latino,5,4,1,0,0.2,3.1245000000000003,6.051367404336638,0.427557793364437,1.001,0.26449999999999996,1.001,images/roster/victoria-justice/2.jpg,3.572,images/roster/victoria-justice/4.jpg,2.571
whispersred,holdout,f,6.0,white,2,2,0,0,0.0,3.6505,6.5910799938443425,0.29062088706767103,0.41100000000000003,0.20550000000000002,0.41100000000000003,images/roster/whispersred/2.jpg,3.445,images/roster/whispersred/4.jpg,3.856
whoopi-goldberg,validation,f,3.5,black,5,5,0,0,0.0,2.167,2.628647777503736,0.552350432243879,1.0739999999999998,0.1080000000000001,1.0739999999999998,images/roster/whoopi-goldberg/5.jpg,1.548,images/roster/whoopi-goldberg/6.jpg,2.622
will-smith,train,m,8.3,black,4,1,3,0,0.75,2.624,4.383112415424668,,,,,,,,
xqc,train,m,5.4,white,2,1,1,0,0.5,3.728,6.68522968465369,,,,,,,,
zayn-malik,validation,m,8.5,mixed,5,5,0,0,0.0,4.1034,7.621321350462546,0.2559712874523234,0.6549999999999998,0.16699999999999982,0.6549999999999998,images/roster/zayn-malik/1.jpg,4.358,images/roster/zayn-malik/3.jpg,3.703
zendaya,train,f,9.0,mixed,5,3,2,0,0.4,3.2439999999999998,6.185623277568153,0.4142076773793553,0.8200000000000003,0.3080000000000003,0.8200000000000003,images/roster/zendaya/4.jpg,2.868,images/roster/zendaya/6.jpg,3.688
