image_id,source_image_id,transform,transform_family,label_quartile,baseline_outcome,outcome,refusal,cause,current_route,current_sex,crop_side_px,crop_padding_fraction,crop_outside,crop_padding_delta,current_framing,current_cues,current_score_form,current_interval_width,current_continuous,current_public,current_delta,current_public_changed,route_transition,candidate_raw,candidate_continuous,candidate_public,candidate_delta,candidate_public_changed,candidate_letterbox_fraction
T230__mirror,T230,mirror,mirror,2,scored,scored,,,clothed→model,unknown,1932.7239,0.54129328,true,0.003504439999999942,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.56,7.5,-0.15000000000000036,False,False,45.114784240722656,8.051256304569629,8.0,0.5872924190878974,True,0.46102075154234434
T230__crop_center_10,T230,crop_center_10,crop,2,scored,refused,"No body found — use a clear, full-body, front-facing photo.",no-body,refused,unknown,,,,,unknown,none,none,,,,,,True,42.95319747924805,7.790493205459614,8.0,0.32652931997788315,True,0.46110721793973375
T230__crop_legs_20,T230,crop_legs_20,crop,2,scored,scored,,,clothed→geometry,f,1639.9000,0.49042492,true,-0.04736392000000006,torso,whr+vTaper+shoulderHip,scalar,0.0,7.64,7.5,-0.07000000000000028,False,True,39.82467269897461,7.403348431386838,7.5,-0.06061545409489355,False,0.32608695652173914
T230__pad_wide_black,T230,pad_wide_black,padding_aspect,2,scored,scored,,,clothed→model,unknown,1932.5971,0.35791731,true,-0.17987153000000006,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.38,7.5,-0.33000000000000007,False,False,41.074920654296875,7.4659080340174,7.5,0.0019441485356690436,False,0.2456533931575996
T230__pad_tall_black,T230,pad_tall_black,padding_aspect,2,scored,scored,,,clothed→model,f,2013.9179,0.52282066,true,-0.014968179999999998,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.82,8.0,0.11000000000000032,True,False,48.04164123535156,8.604152763858183,8.5,1.1401888783764518,True,0.58541846419327
T230__canvas_light_gray,T230,canvas_light_gray,background_canvas,2,scored,scored,,,clothed→model,f,1999.4931,0.39934775,true,-0.13844109000000004,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.81,8.0,0.09999999999999964,True,False,43.846397399902344,7.890394058723571,8.0,0.4264301732418394,True,0.4611933602512337
T230__aspect_squeeze_80,T230,aspect_squeeze_80,padding_aspect,2,scored,scored,,,clothed→model,m,1793.1044,0.59052101,true,0.05273216999999997,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,9.01,9.0,1.2999999999999998,True,False,50.13185501098633,8.867139903189006,9.0,1.403176017707275,True,0.5687044307347168
T230__resolution_256,T230,resolution_256,resolution,2,scored,scored,,,clothed→model,f,280.1234,0.54978464,true,0.011995800000000001,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.83,8.0,0.1200000000000001,True,False,41.14128112792969,7.471946853931353,7.5,0.007982968449621985,False,0.4609375
T230__brightness_70,T230,brightness_70,lighting,2,scored,scored,,,clothed→model,f,1917.6182,0.53403805,true,-0.003750790000000004,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.89,8.0,0.17999999999999972,True,False,43.77642059326172,7.882645334849209,8.0,0.41868144936747775,True,0.46102075154234434
T230__brightness_130,T230,brightness_130,lighting,2,scored,scored,,,clothed→model,f,1888.0228,0.52419743,true,-0.013591410000000081,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.85,8.0,0.13999999999999968,True,False,43.15241241455078,7.816571959721031,8.0,0.3526080742393001,True,0.46102075154234434
T230__contrast_70,T230,contrast_70,lighting,2,scored,scored,,,clothed→model,unknown,1950.0624,0.54941396,true,0.011625119999999933,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,8.0,8.0,0.29000000000000004,True,False,42.477508544921875,7.702593069968978,7.5,0.23862918448724724,False,0.46102075154234434
T230__contrast_130,T230,contrast_130,lighting,2,scored,scored,,,clothed→model,f,1909.1840,0.52991203,true,-0.007876810000000067,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.49,7.5,-0.21999999999999975,False,False,39.96774673461914,7.410315679417749,7.5,-0.053648206063981796,False,0.46102075154234434
T230__side_lighting,T230,side_lighting,lighting,2,scored,scored,,,clothed→model,f,1915.6994,0.53310416,true,-0.004684679999999997,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.46,7.5,-0.25,False,False,40.10160827636719,7.416877426193927,7.5,-0.047086459287804416,False,0.46102075154234434
T230__jpeg_q35,T230,jpeg_q35,jpeg,2,scored,scored,,,clothed→model,unknown,1927.2441,0.53868105,true,0.0008922099999999489,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.69,7.5,-0.019999999999999574,False,False,40.78263854980469,7.450932146673199,7.5,-0.013031738808532367,False,0.46102075154234434
T230__rotate_3,T230,rotate_3,rotation_camera_like,2,scored,scored,,,clothed→model,f,1910.8511,0.53073188,true,-0.007056960000000001,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.43,7.5,-0.28000000000000025,False,False,42.81507873535156,7.76404355143776,8.0,0.3000796659560292,True,0.46102075154234434
T230__perspective_mild,T230,perspective_mild,rotation_camera_like,2,scored,scored,,,clothed→model,unknown,1967.7416,0.55747418,true,0.019685339999999996,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,8.17,8.0,0.45999999999999996,True,False,42.220706939697266,7.644672777467505,7.5,0.18070889198577422,False,0.46102075154234434
T230__gaussian_blur_1_5,T230,gaussian_blur_1_5,rotation_camera_like,2,scored,scored,,,clothed→model,unknown,1935.9566,0.54282394,true,0.005035099999999959,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.38,7.5,-0.33000000000000007,False,False,41.418426513671875,7.503557636211773,7.5,0.03959375073004168,False,0.46102075154234434
T200__original,T200,original,control,3,scored,scored,,,clothed→model,f,1916.2936,0.53339367,true,0.0,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.13,7.0,0.0,False,False,41.689292907714844,7.535471785875114,7.5,0.0,False,0.46102075154234434
T200__mirror,T200,mirror,mirror,3,scored,scored,,,clothed→model,unknown,1949.3976,0.54910661,true,0.01571294000000001,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.89,8.0,0.7599999999999998,True,False,44.426727294921875,7.958048428075934,8.0,0.4225766422008199,True,0.46102075154234434
T200__crop_center_10,T200,crop_center_10,crop,3,scored,scored,,,clothed→geometry,unknown,1641.0500,0.59251964,true,0.05912596999999997,torso,whr+vTaper+shoulderHip,interval_midpoint,0.41000000000000014,6.525,6.5,-0.6049999999999995,True,True,42.44146728515625,7.6962780521849155,7.5,0.16080626630980177,False,0.46110721793973375
T200__crop_legs_20,T200,crop_legs_20,crop,3,scored,scored,,,clothed→geometry,unknown,1639.9000,0.49042492,true,-0.042968750000000056,torso,whr+vTaper+shoulderHip,interval_midpoint,1.6599999999999993,6.77,6.75,-0.3600000000000003,True,True,40.22719192504883,7.4230719180003994,7.5,-0.11239986787471423,False,0.32608695652173914
T200__pad_wide_black,T200,pad_wide_black,padding_aspect,3,scored,scored,,,clothed→model,f,1926.4329,0.35380165,true,-0.17959202000000002,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.16,7.0,0.03000000000000025,False,False,41.63660430908203,7.529180987983591,7.5,-0.006290797891522537,False,0.2456533931575996
T200__pad_tall_black,T200,pad_tall_black,padding_aspect,3,scored,scored,,,clothed→model,unknown,2042.1216,0.52941099,true,-0.003982680000000016,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.57,7.5,0.4400000000000004,True,False,48.59874725341797,8.760243888956964,9.0,1.2247721030818504,True,0.58541846419327
T200__canvas_light_gray,T200,canvas_light_gray,background_canvas,3,scored,scored,,,clothed→model,unknown,1983.0587,0.39436992,true,-0.13902375000000006,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.47,7.5,0.33999999999999986,True,False,43.645469665527344,7.868337828980382,8.0,0.3328660431052679,True,0.4611933602512337
T200__aspect_squeeze_80,T200,aspect_squeeze_80,padding_aspect,3,scored,scored,,,clothed→model,unknown,1816.3747,0.59830095,true,0.06490728000000001,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,8.77,9.0,1.6399999999999997,True,False,50.04888916015625,8.860830626869111,9.0,1.3253588409939976,True,0.5687044307347168
T200__resolution_256,T200,resolution_256,resolution,3,scored,scored,,,clothed→model,f,280.7022,0.55163941,true,0.01824574000000001,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.94,8.0,0.8100000000000005,True,False,42.036170959472656,7.592103712632968,7.5,0.05663192675785389,False,0.4609375
T200__brightness_70,T200,brightness_70,lighting,3,scored,scored,,,clothed→model,f,1918.2839,0.53436141,true,0.0009677399999999947,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.74,7.5,0.6100000000000003,True,False,44.02122116088867,7.910079498047069,8.0,0.3746077121719553,True,0.46102075154234434
T200__brightness_130,T200,brightness_130,lighting,3,scored,scored,,,clothed→model,f,1892.6429,0.52535891,true,-0.00803476000000003,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.73,7.5,0.6000000000000005,True,False,43.66655349731445,7.87062473746962,8.0,0.3351529515945062,True,0.46102075154234434
T200__contrast_70,T200,contrast_70,lighting,3,scored,scored,,,clothed→model,f,1943.8402,0.54652472,true,0.013131049999999922,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.39,7.5,0.2599999999999998,True,False,43.27186965942383,7.828823459367049,8.0,0.29335167349193547,True,0.46102075154234434
T200__contrast_130,T200,contrast_130,lighting,3,scored,scored,,,clothed→model,f,1951.7249,0.55018126,true,0.016787589999999963,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,8.2,8.0,1.0699999999999994,True,False,40.50304412841797,7.436812312423467,7.5,-0.09865947345164638,False,0.46102075154234434
T200__side_lighting,T200,side_lighting,lighting,3,scored,scored,,,clothed→model,unknown,1908.1195,0.52938734,true,-0.004006330000000058,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.41,7.5,0.28000000000000025,True,False,40.85710906982422,7.454726641737523,7.5,-0.08074514413759104,False,0.46102075154234434
T200__jpeg_q35,T200,jpeg_q35,jpeg,3,scored,scored,,,clothed→model,unknown,1920.1938,0.53528722,true,0.0018935499999999106,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.14,7.0,0.009999999999999787,False,False,41.36566925048828,7.497461484383588,7.5,-0.038010301491525844,False,0.46102075154234434
T200__rotate_3,T200,rotate_3,rotation_camera_like,3,scored,scored,,,clothed→model,f,1954.4684,0.55144321,true,0.01804953999999992,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.68,7.5,0.5499999999999998,True,False,41.99446487426758,7.580623193084078,7.5,0.045151407208964045,False,0.46102075154234434
T200__perspective_mild,T200,perspective_mild,rotation_camera_like,3,scored,scored,,,clothed→model,unknown,1974.8384,0.56064902,true,0.02725535000000001,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.69,7.5,0.5600000000000005,True,False,41.88872528076172,7.559663586645179,7.5,0.02419180077006544,False,0.46102075154234434
T200__gaussian_blur_1_5,T200,gaussian_blur_1_5,rotation_camera_like,3,scored,scored,,,clothed→model,f,1934.9672,0.54235625,true,0.008962579999999942,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.37,7.5,0.2400000000000002,True,False,42.00056457519531,7.582293541951076,7.5,0.046821756075962284,False,0.46102075154234434
T170__original,T170,original,control,3,scored,scored,,,clothed→model,f,1940.3772,0.54490464,true,0.0,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.13,7.0,0.0,False,False,41.230628967285156,7.482027573481712,7.5,0.0,False,0.46102075154234434
T170__mirror,T170,mirror,mirror,3,scored,scored,,,clothed→model,unknown,1946.7162,0.54786362,true,0.0029589799999999444,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.27,7.5,0.13999999999999968,True,False,42.72056579589844,7.746399680635277,7.5,0.26437210715356496,False,0.46102075154234434
T170__crop_center_10,T170,crop_center_10,crop,3,scored,scored,,,clothed→geometry,unknown,1641.0500,0.59251964,true,0.04761499999999996,torso,whr+vTaper+shoulderHip,interval_midpoint,0.40000000000000036,6.53,6.5,-0.5999999999999996,True,True,41.8129768371582,7.550402866356928,7.5,0.06837529287521527,False,0.46110721793973375
T170__crop_legs_20,T170,crop_legs_20,crop,3,scored,scored,,,clothed→geometry,f,1639.9000,0.49042492,true,-0.054479720000000065,torso,whr+vTaper+shoulderHip,scalar,0.0,7.46,7.5,0.33000000000000007,True,True,39.274024963378906,7.376127015474492,7.5,-0.10590055800722009,False,0.32608695652173914
T170__pad_wide_black,T170,pad_wide_black,padding_aspect,3,scored,scored,,,clothed→model,f,1942.2834,0.36430554,true,-0.18059910000000007,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.16,7.0,0.03000000000000025,False,False,41.24729537963867,7.483919380375761,7.5,0.0018918068940489974,False,0.2456533931575996
T170__pad_tall_black,T170,pad_tall_black,padding_aspect,3,scored,scored,,,clothed→model,unknown,2038.3357,0.52853694,true,-0.016367700000000096,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.52,7.5,0.3899999999999997,True,False,48.80719757080078,8.773696480041941,9.0,1.2916689065602291,True,0.58541846419327
T170__canvas_light_gray,T170,canvas_light_gray,background_canvas,3,scored,scored,,,clothed→model,unknown,1983.3094,0.39444648,true,-0.15045816000000006,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.73,7.5,0.6000000000000005,True,False,43.683448791503906,7.872461902329138,8.0,0.3904343288474257,True,0.4611933602512337
T170__aspect_squeeze_80,T170,aspect_squeeze_80,padding_aspect,3,scored,scored,,,clothed→model,m,1826.9838,0.59649316,true,0.051588519999999916,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.93,8.0,0.7999999999999998,True,False,49.19374084472656,8.799472903301847,9.0,1.317445329820135,True,0.5687044307347168
T170__resolution_256,T170,resolution_256,resolution,3,scored,scored,,,clothed→model,f,279.0064,0.54617275,true,0.0012681099999999335,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.53,7.5,0.40000000000000036,True,False,41.30011749267578,7.489939290723418,7.5,0.007911717241706029,False,0.4609375
T170__brightness_70,T170,brightness_70,lighting,3,scored,scored,,,clothed→model,f,1951.5159,0.55008491,true,0.005180269999999987,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.44,7.5,0.3100000000000005,True,False,44.15138244628906,7.925051459852506,8.0,0.4430238863707938,True,0.46102075154234434
T170__brightness_130,T170,brightness_130,lighting,3,scored,scored,,,clothed→model,f,1919.8816,0.53513610,true,-0.009768540000000048,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.83,8.0,0.7000000000000002,True,False,43.19645690917969,7.821068480106028,8.0,0.33904090662431585,True,0.46102075154234434
T170__contrast_70,T170,contrast_70,lighting,3,scored,scored,,,clothed→model,f,1962.0469,0.55490167,true,0.009997029999999962,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.96,8.0,0.8300000000000001,True,False,43.106605529785156,7.81192072854007,8.0,0.3298931550583575,True,0.46102075154234434
T170__contrast_130,T170,contrast_130,lighting,3,scored,scored,,,clothed→model,unknown,1904.2146,0.52824325,true,-0.016661389999999998,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.7,7.5,0.5700000000000003,True,False,40.48522186279297,7.435918927335295,7.5,-0.04610864614641752,False,0.46102075154234434
T170__side_lighting,T170,side_lighting,lighting,3,scored,scored,,,clothed→model,f,1945.5874,0.54733883,true,0.0024341900000000027,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.12,7.0,-0.009999999999999787,False,False,40.736446380615234,7.448585701150424,7.5,-0.033441872331287925,False,0.46102075154234434
T170__jpeg_q35,T170,jpeg_q35,jpeg,3,scored,scored,,,clothed→model,f,1941.2908,0.54533287,true,0.0004282299999999184,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.12,7.0,-0.009999999999999787,False,False,40.97148132324219,7.460582364920317,7.5,-0.021445208561395646,False,0.46102075154234434
T170__rotate_3,T170,rotate_3,rotation_camera_like,3,scored,scored,,,clothed→model,f,1961.8951,0.55483279,true,0.009928149999999913,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.43,7.5,0.2999999999999998,True,False,42.59140396118164,7.722849837330902,7.5,0.24082226384918926,False,0.46102075154234434
T170__perspective_mild,T170,perspective_mild,rotation_camera_like,3,scored,scored,,,clothed→model,unknown,1988.0843,0.56648401,true,0.021579369999999987,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.43,7.5,0.2999999999999998,True,False,41.86051940917969,7.556204724613076,7.5,0.07417715113136403,False,0.46102075154234434
T170__gaussian_blur_1_5,T170,gaussian_blur_1_5,rotation_camera_like,3,scored,scored,,,clothed→model,f,1947.1611,0.54807020,true,0.0031655599999999007,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.15,7.0,0.020000000000000462,False,False,41.64948272705078,7.530714833183645,7.5,0.048687259701932994,False,0.46102075154234434
H030__original,H030,original,control,3,scored,scored,,,clothed→model,unknown,1987.8933,0.56640069,true,0.0,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.1,7.0,0.0,False,False,42.08507537841797,7.605747484468545,7.5,0.0,False,0.46102075154234434
H030__mirror,H030,mirror,mirror,3,scored,scored,,,clothed→model,unknown,1992.3653,0.56834500,true,0.0019443099999999491,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.41,7.5,0.3100000000000005,True,False,41.75536346435547,7.5434188775368,7.5,-0.06232860693174569,False,0.46102075154234434
H030__crop_center_10,H030,crop_center_10,crop,3,scored,scored,,,clothed→geometry,unknown,1641.0500,0.59251964,true,0.026118949999999974,torso,whr+vTaper+shoulderHip,interval_midpoint,2.24,6.59,6.5,-0.5099999999999998,True,True,44.846397399902344,8.013566225566175,8.0,0.4078187410976293,True,0.46110721793973375
H030__crop_legs_20,H030,crop_legs_20,crop,3,scored,scored,,,clothed→geometry,unknown,1639.9000,0.49042492,true,-0.07597577000000005,torso,whr+vTaper+shoulderHip,interval_midpoint,1.8399999999999999,6.54,6.5,-0.5599999999999996,True,True,39.631526947021484,7.394016974391438,7.5,-0.21173051007710697,False,0.32608695652173914
H030__pad_wide_black,H030,pad_wide_black,padding_aspect,3,scored,scored,,,clothed→model,unknown,1992.9190,0.39619829,true,-0.17020240000000003,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.18,7.0,0.08000000000000007,False,False,42.05347442626953,7.596908432716715,7.5,-0.008839051751830418,False,0.2456533931575996
H030__pad_tall_black,H030,pad_tall_black,padding_aspect,3,scored,scored,,,clothed→model,unknown,2032.6640,0.52722142,true,-0.03917926999999999,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.42,7.5,0.3200000000000003,True,False,44.25432586669922,7.937092172234346,8.0,0.3313446877658004,True,0.58541846419327
H030__canvas_light_gray,H030,canvas_light_gray,background_canvas,3,scored,scored,,,clothed→model,f,1960.3521,0.38735495,true,-0.17904574000000006,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.45,7.5,0.35000000000000053,True,False,40.08928680419922,7.416271680579782,7.5,-0.1894758038887634,False,0.4611933602512337
H030__aspect_squeeze_80,H030,aspect_squeeze_80,padding_aspect,3,scored,scored,,,clothed→model,f,1983.5199,0.65149859,true,0.08509789999999995,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,8.29,8.5,1.1899999999999995,True,False,46.38023376464844,8.251665898053734,8.5,0.6459184135851883,True,0.5687044307347168
H030__resolution_256,H030,resolution_256,resolution,3,scored,scored,,,clothed→model,f,286.3137,0.56904208,true,0.0026413899999999657,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.29,7.5,0.1900000000000004,True,False,42.089778900146484,7.607070296504929,7.5,0.001322812036383958,False,0.4609375
H030__brightness_70,H030,brightness_70,lighting,3,scored,scored,,,clothed→model,unknown,1987.2453,0.56611787,true,-0.00028282000000001695,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.09,7.0,-0.009999999999999787,False,False,42.58344650268555,7.7214193996531675,7.5,0.11567191518462216,False,0.46102075154234434
H030__brightness_130,H030,brightness_130,lighting,3,scored,scored,,,clothed→model,unknown,1991.3135,0.56788889,true,0.0014881999999999396,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.4,7.5,0.3000000000000007,True,False,43.04206848144531,7.805410628046228,8.0,0.19966314357768233,True,0.46102075154234434
H030__contrast_70,H030,contrast_70,lighting,3,scored,scored,,,clothed→model,unknown,1988.6388,0.56672573,true,0.00032503999999999866,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.09,7.0,-0.009999999999999787,False,False,42.03227996826172,7.591026673286593,7.5,-0.014720811181952342,False,0.46102075154234434
H030__contrast_130,H030,contrast_130,lighting,3,scored,scored,,,clothed→model,unknown,1997.1013,0.57038986,true,0.003989169999999986,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.13,7.0,0.03000000000000025,False,False,42.73426818847656,7.748935597570517,7.5,0.14318811310197166,False,0.46102075154234434
H030__side_lighting,H030,side_lighting,lighting,3,scored,scored,,,clothed→model,unknown,1991.5571,0.56799458,true,0.0015938899999999867,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.13,7.0,0.03000000000000025,False,False,41.8021125793457,7.549081978535899,7.5,-0.05666550593264663,False,0.46102075154234434
H030__jpeg_q35,H030,jpeg_q35,jpeg,3,scored,scored,,,clothed→model,unknown,1998.0662,0.57080469,true,0.0044039999999999635,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.14,7.0,0.040000000000000036,False,False,41.860862731933594,7.556246750580973,7.5,-0.049500733887572146,False,0.46102075154234434
H030__rotate_3,H030,rotate_3,rotation_camera_like,3,scored,scored,,,clothed→model,unknown,1992.6686,0.56847636,true,0.002075669999999974,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.46,7.5,0.3600000000000003,True,False,42.501922607421875,7.706896408347783,7.5,0.10114892387923735,False,0.46102075154234434
H030__perspective_mild,H030,perspective_mild,rotation_camera_like,3,scored,scored,,,clothed→model,unknown,2017.7513,0.57913823,true,0.012737539999999936,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.38,7.5,0.28000000000000025,True,False,41.773414611816406,7.545601594062085,7.5,-0.06014589040646001,False,0.46102075154234434
H030__gaussian_blur_1_5,H030,gaussian_blur_1_5,rotation_camera_like,3,scored,scored,,,clothed→model,unknown,1998.6898,0.57107245,true,0.004671759999999914,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.28,7.5,0.1800000000000006,True,False,42.228065490722656,7.646832519486593,7.5,0.04108503501804783,False,0.46102075154234434
T130__original,T130,original,control,4,scored,scored,,,clothed→model,unknown,1946.7277,0.54786896,true,0.0,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.11,7.0,0.0,False,False,41.24612045288086,7.483785895554476,7.5,0.0,False,0.46102075154234434
T130__mirror,T130,mirror,mirror,4,scored,scored,,,clothed→model,f,1945.9914,0.54752678,true,-0.00034217999999996973,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.42,7.5,0.3099999999999996,True,False,41.65845489501953,7.531784878616255,7.5,0.0479989830617793,False,0.46102075154234434
T130__crop_center_10,T130,crop_center_10,crop,4,scored,scored,,,clothed→geometry,unknown,1641.0500,0.59251964,true,0.044650680000000054,torso,whr+vTaper+shoulderHip,interval_midpoint,0.41000000000000014,6.535,6.5,-0.5750000000000002,True,True,41.4307746887207,7.504989978391826,7.5,0.021204082837350313,False,0.46110721793973375
T130__crop_legs_20,T130,crop_legs_20,crop,4,scored,scored,,,clothed→geometry,f,1639.9000,0.49042492,true,-0.057444039999999974,torso,whr+vTaper+shoulderHip,scalar,0.0,7.3,7.5,0.1899999999999995,True,True,40.12024688720703,7.417794416217718,7.5,-0.0659914793367582,False,0.32608695652173914
T130__pad_wide_black,T130,pad_wide_black,padding_aspect,4,scored,scored,,,clothed→model,f,1948.4297,0.36830977,true,-0.17955918999999998,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.42,7.5,0.3099999999999996,True,False,41.302207946777344,7.490178288627091,7.5,0.006392393072615299,False,0.2456533931575996
T130__pad_tall_black,T130,pad_tall_black,padding_aspect,4,scored,scored,,,clothed→model,unknown,2038.3487,0.52853994,true,-0.01932901999999992,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.47,7.5,0.35999999999999943,True,False,47.390052795410156,8.449436249427947,8.5,0.9656503538734711,True,0.58541846419327
T130__canvas_light_gray,T130,canvas_light_gray,background_canvas,4,scored,scored,,,clothed→model,f,1963.1978,0.38824299,true,-0.15962596999999995,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.44,7.5,0.33000000000000007,True,False,43.4603385925293,7.8485233070870475,8.0,0.36473741153257144,True,0.4611933602512337
T130__aspect_squeeze_80,T130,aspect_squeeze_80,padding_aspect,4,scored,scored,,,clothed→model,m,1860.1792,0.60388302,true,0.05601406000000009,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,8.86,9.0,1.7499999999999991,True,False,48.50298309326172,8.742268000455415,8.5,1.2584821049009385,True,0.5687044307347168
T130__resolution_256,T130,resolution_256,resolution,4,scored,scored,,,clothed→model,f,281.6965,0.55479886,true,0.006929900000000044,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.39,7.5,0.27999999999999936,True,False,41.165130615234375,7.474627676774705,7.5,-0.00915821877977141,False,0.4609375
T130__brightness_70,T130,brightness_70,lighting,4,scored,scored,,,clothed→model,unknown,1948.6186,0.54874603,true,0.0008770700000000353,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.75,7.5,0.6399999999999997,True,False,44.13758087158203,7.923450737939229,8.0,0.4396648423847527,True,0.46102075154234434
T130__brightness_130,T130,brightness_130,lighting,4,scored,scored,,,clothed→model,f,1938.9112,0.54421620,true,-0.0036527599999999216,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.39,7.5,0.27999999999999936,True,False,43.95962905883789,7.903089834508263,8.0,0.4193039389537869,True,0.46102075154234434
T130__contrast_70,T130,contrast_70,lighting,4,scored,scored,,,clothed→model,f,1978.6032,0.56231937,true,0.014450410000000025,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.34,7.5,0.22999999999999954,True,False,43.042388916015625,7.805442828567605,8.0,0.3216569330131289,True,0.46102075154234434
T130__contrast_130,T130,contrast_130,lighting,4,scored,scored,,,clothed→model,f,1933.4985,0.54166074,true,-0.0062082199999999865,full,whr+vTaper+shoulderHip+legTorso+symmetry,scalar,0.0,7.28,7.5,0.16999999999999993,True,False,40.35420227050781,7.429375312015134,7.5,-0.05441058353934203,False,0.46102075154234434
